target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.1,4653.480445409823,49.5,13801.0,1790196320.9588,1790196339.383,0.72,1245.0,36,-420
1395,1392.1,5245.431510126398,54.39,13801.0,1790196349.7519,1790196366.1186,0.72,1335.0,33,-420
1545,1537.0,5797.57906099066,58.72,13801.0,1790196376.3425,1790196391.1161,0.72,1455.0,30,-420
1702,1695.0,6400.1825954593905,68.82,13801.0,1790196401.2853,1790196414.694,0.76,1612.0,27,-420
1852,1845.0,6952.95029051519,81.77,13801.0,1790196424.6146,1790196436.9369,0.795,1785.0,24,-420
2010,2002.0,7546.654995353807,95.17,13801.0,1790196446.8855,1790196458.2669,0.84,1942.0,23,-420
2167,2160.0,8046.099369794402,102.82,13801.0,1790196468.5566,1790196479.2337,0.845,1942.0,22,-420
2317,2310.0,8712.403202350377,116.79,13801.0,1790196489.16,1790196498.9992,0.885,2085.0,19,-420
2475,2467.0,9304.22954390765,137.48,13801.0,1790196509.1704,1790196518.3919,0.93,2212.0,19,-420
2625,2598.9,9770.467062038444,165.47,13801.0,1790196528.6856,1790196537.4771,0.985,2355.0,18,-420
2782,2606.1,9767.785474576784,166.64,13801.0,1790196547.6615,1790196556.4631,0.985,2362.0,18,-420
2932,2605.6,9756.778183325936,167.27,13801.0,1790196566.6297,1790196575.4322,0.985,2358.5,18,-420
3090,2602.6,9755.433861500864,168.26,13801.0,1790196585.553,1790196594.3603,0.985,2355.0,17,-420
