target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1236.2,3377.054976482789,35.7,13801.0,1790206982.282,1790207000.2882,0.72,1245.0,36,-420
1395,1393.9,3803.8810257507216,38.59,13801.0,1790207011.0097,1790207027.0655,0.72,1320.0,32,-420
1545,1537.0,4204.907010166425,40.24,13801.0,1790207037.5299,1790207051.9958,0.72,1440.0,28,-420
1702,1695.0,4639.601765724837,46.07,13801.0,1790207062.3663,1790207075.4678,0.76,1605.0,26,-420
1852,1845.0,5044.116774208405,53.68,13801.0,1790207085.5844,1790207097.67,0.795,1777.0,24,-420
2010,2002.0,5469.675401416048,63.22,13801.0,1790207107.8168,1790207118.9382,0.84,1942.0,22,-420
2167,2160.0,5873.760977100954,66.36,13801.0,1790207129.4727,1790207139.8328,0.85,1965.0,21,-420
2317,2310.0,6306.662936247619,76.55,13801.0,1790207149.9959,1790207159.6424,0.885,2085.0,19,-420
2475,2467.0,6731.148228622251,86.39,13801.0,1790207170.0291,1790207179.0767,0.9325000000000001,2212.0,18,-420
2625,2617.0,7135.060883827653,101.16,13801.0,1790207189.4904,1790207198.0149,0.98,2332.0,17,-420
2782,2749.4,7477.460739503576,109.91,12934.9,1790207208.4092,1790207216.5416,1.02,2422.0,16,-420
2932,2748.4,7476.929984473215,109.52,12934.9,1790207226.8505,1790207234.977,1.02,2422.0,16,-420
3090,2747.9,7478.5776777603805,111.03,13801.0,1790207245.2107,1790207253.3278,1.02,2422.0,16,-420
