target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1236.2,2865.4273460574686,44.04,13801.0,1790207290.9464,1790207309.3028,0.72,1245.0,36,-420
1395,1392.9,3231.400419800007,46.55,13801.0,1790207319.6475,1790207335.9056,0.72,1320.0,32,-420
1545,1537.0,3570.674088360714,50.15,13801.0,1790207346.2025,1790207360.9375,0.72,1440.0,30,-420
1702,1695.0,3939.721330515567,60.48,13801.0,1790207371.6172,1790207384.9754,0.755,1612.0,26,-420
1852,1845.0,4284.260698116195,70.58,13801.0,1790207395.4071,1790207407.6917,0.8,1785.0,25,-420
2010,2002.0,4648.124855825334,85.04,13801.0,1790207418.1377,1790207429.4675,0.84,1942.0,23,-420
2167,2160.0,5001.753672634202,90.84,13801.0,1790207439.7558,1790207450.2902,0.845,1965.0,21,-420
2317,2310.0,5364.38704377059,101.37,13801.0,1790207460.7984,1790207470.5765,0.885,2085.0,20,-420
2475,2467.0,5729.08874640277,118.37,13801.0,1790207480.7687,1790207489.9439,0.93,2212.0,18,-420
2625,2617.0,6074.605843587768,146.54,13801.0,1790207500.2648,1790207508.9009,0.995,2370.0,18,-420
2782,2704.8,6268.224055365765,162.46,13801.0,1790207519.1912,1790207527.5612,1.02,2415.0,17,-420
2932,2703.7,6269.614193420998,163.5,13801.0,1790207538.1172,1790207546.4964,1.02,2415.0,16,-420
3090,2707.8,6269.588849216682,160.75,13801.0,1790207557.0209,1790207565.3818,1.02,2415.0,17,-420
