target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.8,2872.0965800293325,41.97,13801.0,1790196939.9872,1790196958.2692,0.72,1245.0,36,-420
1395,1392.9,3238.342867295176,45.57,13801.0,1790196968.7438,1790196984.9717,0.72,1342.0,32,-420
1545,1537.0,3579.8741441402217,48.77,13801.0,1790196995.3459,1790197010.0078,0.72,1440.0,29,-420
1702,1695.0,3947.1288685741383,58.54,13801.0,1790197020.3137,1790197033.6673,0.755,1605.0,27,-420
1852,1845.0,4292.017894290674,69.44,13801.0,1790197044.0947,1790197056.3356,0.8,1785.0,25,-420
2010,2002.0,4657.081245132461,81.97,13801.0,1790197066.8002,1790197078.0897,0.84,1942.0,22,-420
2167,2160.0,5010.172787149178,89.04,13801.0,1790197088.5008,1790197099.0433,0.85,1965.0,21,-420
2317,2310.0,5374.66130297214,98.91,13801.0,1790197109.6623,1790197119.4404,0.885,2085.0,20,-420
2475,2467.0,5737.909323039671,114.71,13801.0,1790197129.7085,1790197138.8923,0.93,2212.0,19,-420
2625,2617.0,6083.703446578701,142.57,13801.0,1790197149.1634,1790197157.7961,0.99,2362.0,17,-420
2782,2710.9,6280.628004388398,149.52,13801.0,1790197168.1281,1790197176.4661,1.02,2415.0,17,-420
2932,2705.2,6279.055713586359,158.62,13801.0,1790197186.5794,1790197194.942,1.02,2415.0,16,-420
3090,2707.2,6277.568802765141,153.0,13801.0,1790197204.9693,1790197213.3222,1.02,2415.0,17,-420
