target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.8,341.78440780946187,60.41,13801.0,1790194652.6598,1790194661.9235,0.72,1245.0,18,-420
1395,1392.5,358.2166857515226,61.91,13801.0,1790194671.6919,1790194680.5347,0.72,1320.0,18,-420
1545,1537.0,373.6765619935252,63.35,13801.0,1790194690.6348,1790194699.1249,0.72,1440.0,17,-420
1702,1695.0,380.5659807253542,67.81,12934.9,1790194709.0624,1790194717.4185,0.755,1612.0,16,-420
1852,1845.0,377.9520943281716,70.48,12934.9,1790194727.4548,1790194735.8421,0.795,1777.0,17,-420
2010,2002.0,377.7703887555852,77.79,12989.1,1790194745.9547,1790194754.3505,0.84,1935.0,17,-420
2167,2152.5,377.80393426977076,80.73,13801.0,1790194764.2674,1790194772.6674,0.845,1957.0,17,-420
2317,2310.0,377.69638828546505,86.25,13801.0,1790194782.6994,1790194791.1046,0.885,2085.0,17,-420
2475,2467.0,377.6897629965417,92.38,12934.9,1790194801.0721,1790194809.461,0.93,2212.0,16,-420
2625,2617.0,377.649810438046,99.12,12934.9,1790194819.4894,1790194827.8978,0.98,2332.0,17,-420
2782,2746.5,377.558366034432,106.61,13814.3,1790194837.9329,1790194846.3523,1.02,2422.0,17,-420
2932,2746.5,377.6048573441844,108.12,13801.0,1790194856.3172,1790194864.7161,1.02,2422.0,17,-420
3090,2746.9,377.5933773952058,109.97,13801.0,1790194874.6971,1790194883.0933,1.02,2422.0,16,-420
