target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1236.0,303.8990378922785,49.4,13801.0,1790194378.5716,1790194390.0776,0.72,1245.0,23,-420
1395,1393.4,324.16937081549355,49.69,13801.0,1790194400.3248,1790194411.136,0.72,1335.0,21,-420
1545,1537.0,351.9260368369049,50.93,13079.3,1790194420.9142,1790194430.8336,0.725,1455.0,19,-420
1702,1695.0,394.58208097832795,55.71,12989.1,1790194440.9574,1790194449.8284,0.76,1627.0,17,-420
1852,1845.0,422.920550064273,59.51,12934.9,1790194459.9124,1790194468.1978,0.795,1777.0,17,-420
2010,2002.0,423.65684051778106,63.38,13801.0,1790194478.3404,1790194486.6315,0.84,1935.0,17,-420
2167,2160.0,423.7457418257923,64.52,13801.0,1790194496.7879,1790194505.0463,0.845,1957.0,17,-420
2317,2310.0,423.930466146978,68.81,13801.0,1790194515.1856,1790194523.4438,0.8875,2085.0,16,-420
2475,2467.0,424.0812858915146,74.72,13801.0,1790194533.5791,1790194541.8421,0.93,2212.0,17,-420
2625,2617.0,424.09344300546127,81.52,12934.9,1790194552.018,1790194560.2611,0.98,2340.0,17,-420
2782,2754.5,424.2844032068836,83.46,12934.9,1790194570.4469,1790194578.6872,1.025,2430.0,17,-420
2932,2753.5,424.2405533611498,84.02,13801.0,1790194588.8387,1790194597.1157,1.0225,2430.0,16,-420
3090,2753.5,424.2342614692683,85.21,13801.0,1790194607.2394,1790194615.4917,1.025,2430.0,17,-420
