target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.8,8387.011557212021,60.75,13801.0,1790207602.7794,1790207618.7394,0.72,1252.0,32,-420
1395,1387.0,9489.786617861932,67.02,13801.0,1790207629.3515,1790207643.5033,0.72,1327.0,28,-420
1545,1537.0,10512.07922913535,73.23,13801.0,1790207654.1447,1790207666.9257,0.72,1455.0,25,-420
1702,1695.0,11621.613235602223,86.59,13801.0,1790207677.3976,1790207688.9102,0.755,1612.0,23,-420
1852,1845.0,12657.89854715378,100.12,13801.0,1790207699.607,1790207710.163,0.795,1792.0,21,-420
2010,2002.0,13756.127984011871,118.88,13801.0,1790207720.6689,1790207730.3939,0.84,1942.0,19,-420
2167,2160.0,14695.162342592503,129.81,13801.0,1790207740.6713,1790207749.8109,0.84,1950.0,18,-420
2317,2310.0,15906.09520366652,143.85,13801.0,1790207760.0783,1790207768.5144,0.89,2100.0,17,-420
2475,2442.6,16787.814264094723,168.92,13801.0,1790207778.9897,1790207786.9527,0.935,2235.0,16,-420
2625,2445.9,16761.17822558304,171.44,13801.0,1790207797.4419,1790207805.4164,0.93,2242.0,16,-420
2782,2434.1,16752.693176852586,174.37,13801.0,1790207815.7848,1790207823.7523,0.93,2238.5,16,-420
2932,2433.0,16753.670211505643,175.79,13801.0,1790207834.1573,1790207842.1375,0.93,2235.0,15,-420
3090,2439.5,16746.346184689457,169.97,13801.0,1790207852.5349,1790207860.5152,0.93,2235.0,16,-420
