target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1236.2,3380.0723534627023,36.47,13801.0,1790200070.5731,1790200088.5646,0.72,1320.0,36,-420
1395,1387.0,3787.6893923785055,39.36,13801.0,1790200099.2646,1790200115.38,0.72,1440.0,32,-420
1545,1537.0,3844.972945418931,42.84,13801.0,1790200125.887,1790200141.7114,0.755,1605.0,32,-420
1702,1695.0,4410.941351620881,49.37,13801.0,1790200152.1826,1790200165.9689,0.795,1777.0,27,-420
1852,1845.0,5050.612358405523,60.93,13801.0,1790200176.3101,1790200188.3739,0.84,1942.0,24,-420
2010,1992.6,5388.93179563394,63.41,13801.0,1790200198.4848,1790200209.7664,0.8425,1942.0,22,-420
2167,2160.0,5906.327331496854,71.46,13801.0,1790200220.065,1790200230.3682,0.885,2085.0,20,-420
2317,2310.0,6313.110167065216,84.04,13801.0,1790200240.6027,1790200250.2355,0.93,2212.0,20,-420
2475,2467.0,6737.590101403757,99.17,13801.0,1790200260.609,1790200269.6554,0.985,2332.0,18,-420
2625,2599.9,7080.1075610340895,107.61,13801.0,1790200280.0501,1790200288.6399,1.025,2422.0,17,-420
2782,2600.2,6727.2477113411205,110.86,13801.0,1790200299.0144,1790200308.0863,1.02,2422.0,18,-420
2932,2600.8,6517.548574886588,110.75,13801.0,1790200318.3729,1790200327.7157,1.02,2422.0,19,-420
3090,2602.5,7081.8871631702,111.95,13801.0,1790200338.2491,1790200346.845,1.02,2422.0,17,-420
