"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"840","840","840","840","7301","7301","7301","True","0","none","64.7","25.53","67.19","45.9","46","98.4","59.69","True","22.293","19.2952","19.6364","0.3413","823250730237.9453","FLOP/s","True","36","41","0x0000000000000001;0x0000000000000000"
"945","945","945","945","7098.2","810","7301","True","0","none","69.43","12.51","73.61","45","46","94.1","63.35","True","20.059","17.1457","17.4676","0.322","926458582699.8611","FLOP/s","True","32","37","0x0000000000000001;0x0000000000000000"
"1050","1050","1050","1050","7301","7301","7301","True","0","none","73.64","23.64","77.37","45.2","46","97.6","66.53","True","18.457","15.4319","15.7325","0.3006","1029348197574.0597","FLOP/s","True","29","34","0x0000000000000001;0x0000000000000000"
"1155","1155","1155","1155","7301","7301","7301","True","0","none","78.62","24.01","83.05","45.7","47","98.3","70.14","True","16.779","14.0285","14.2856","0.2571","1132324193591.8525","FLOP/s","True","27","31","0x0000000000000001;0x0000000000000000"
"1260","1260","1260","1260","7030.5","810","7301","True","0","none","78.88","13.71","85.94","45.8","48","93.1","70","True","15.781","12.8593","13.1103","0.251","1235273559375.039","FLOP/s","True","24","29","0x0000000000000001;0x0000000000000000"
"1365","1365","1365","1365","7301","7301","7301","True","0","none","90.18","14.19","98.4","47.5","49","96.6","79.14","True","14.645","11.8713","12.0902","0.2189","1338079002014.0322","FLOP/s","True","22","27","0x0000000000000001;0x0000000000000000"
"1470","1470","1470","1470","6991.9","810","7301","True","0","none","97.41","14.25","107.65","49.3","52","91.5","84.82","True","14.084","11.032","11.2492","0.2173","1439884242513.1038","FLOP/s","True","21","26","0x0000000000000001;0x0000000000000000"
"1575","1575","1575","1575","7301","7301","7301","True","0","none","112.52","31.54","121.58","52","54","97.9","96.69","True","13.095","10.301","10.4878","0.1869","1542061232001.155","FLOP/s","True","19","24","0x0000000000000001;0x0000000000000000"
"1680","1680","1680","1680","7301","7301","7301","True","0","none","126.34","22.44","138.47","54.5","57","97.9","107.88","True","12.47","9.6653","9.8167","0.1514","1643480616594.32","FLOP/s","True","18","23","0x0000000000000001;0x0000000000000000"
"1785","1785","1785","1785","7301","7301","7301","True","0","none","147.03","21.04","164.06","57.8","61","95.9","124.37","True","11.908","9.1064","9.2843","0.1778","1744341766468.2463","FLOP/s","True","17","22","0x0000000000000001;0x0000000000000000"
"1890","1795.4","1732","1867","7301","7301","7301","False","-94.6","below","156.61","32.76","170.4","60.3","63","98","132.7","True","11.919","9.0213","9.1637","0.1424","1760801275585.6138","FLOP/s","True","17","22","0x0000000000000001;0x0000000000000004"
"1995","1788.2","1665","1822","7301","7301","7301","False","-206.8","below","156.32","31.15","170.28","61.6","64","97.9","132.53","True","11.92","9.0349","9.1816","0.1467","1758160193334.3308","FLOP/s","True","17","22","0x0000000000000004;0x0000000000000400"
"2100","1787.5","1672","1860","7301","7301","7301","False","-312.5","below","156.12","30.92","170.4","62.1","65","97.7","132.38","True","11.969","9.045","9.2153","0.1703","1756196414182.0496","FLOP/s","True","17","22","0x0000000000000004;0x0000000000000400"
