"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"840","840","840","840","7301","7301","7301","True","0","none","67.33","66.14","68.74","48.7","49","98.6","62.65","True","32.545","28.4302","28.91","0.4799","4640895295601.6045","FLOP/s","True","53","60","0x0000000000000001;0x0000000000000000"
"945","945","945","945","7301","7301","7301","True","0","none","73.1","71.67","73.99","47.6","48","99.7","67.12","True","29.416","25.2309","25.7333","0.5024","5229348203245.087","FLOP/s","True","47","54","0x0000000000000001;0x0000000000000000"
"1050","1050","1050","1050","7301","7301","7301","True","0","none","80.65","76.75","81.74","47.9","49","99.6","72.85","True","26.699","22.6386","22.9361","0.2975","5828159001182.438","FLOP/s","True","42","49","0x0000000000000001;0x0000000000000000"
"1155","1155","1155","1155","7301","7301","7301","True","0","none","88.23","75.02","90.38","49.1","51","99","78.66","True","24.463","20.5509","20.8941","0.3432","6420227270874.173","FLOP/s","True","38","45","0x0000000000000001;0x0000000000000000"
"1260","1260","1260","1260","7301","7301","7301","True","0","none","94.83","39.39","97.66","50.3","52","98.9","84.88","True","22.287","18.7997","19.128","0.3283","7018278748963.034","FLOP/s","True","36","41","0x0000000000000001;0x0000000000000000"
"1365","1365","1365","1365","7301","7301","7301","True","0","none","105.33","57.75","110.53","52.6","54","98.7","93.3","True","20.663","17.3384","17.6847","0.3463","7609792171305.874","FLOP/s","True","33","38","0x0000000000000001;0x0000000000000000"
"1470","1470","1470","1470","7301","7301","7301","True","0","none","118.96","89.31","124.29","55.1","57","98.5","105.31","True","19.588","16.0811","16.4302","0.3492","8204755915578.019","FLOP/s","True","30","36","0x0000000000000001;0x0000000000000000"
"1575","1575","1575","1575","7301","7301","7301","True","0","none","138.11","85.1","142.28","58.5","61","100","120.61","True","18.483","15.0034","15.2325","0.2291","8794098637892.304","FLOP/s","True","28","34","0x0000000000000001;0x0000000000000000"
"1680","1680","1680","1680","7301","7301","7301","True","0","none","162.34","91.3","168.53","62.6","65","97.3","140.15","True","17.39","14.055","14.2967","0.2417","9387473099123.367","FLOP/s","True","26","32","0x0000000000000001;0x0000000000000000"
"1785","1684.2","1605","1710","7301","7301","7301","False","-100.8","below","165.9","100.57","170.58","64.4","67","99.1","143.63","True","17.467","14.0311","14.2778","0.2467","9403515755412.91","FLOP/s","True","26","32","0x0000000000000001;0x0000000000000004"
"1890","1677.7","1627","1702","7301","7301","7301","False","-212.3","below","166.85","109.34","171.57","65.6","68","99.3","144.92","True","17.321","14.0798","14.3007","0.2209","9370963858719.92","FLOP/s","True","27","32","0x0000000000000001;0x0000000000000004"
"1995","1687.5","1605","1867","7301","7301","7301","False","-307.5","below","167.48","130.67","170.7","66.4","69","98.5","146.4","True","17.439","14.0915","14.3273","0.2358","9363199015530.438","FLOP/s","True","26","32","0x0000000000000004;0x0000000000000400"
"2100","1677.5","1567","1867","7301","7301","7301","False","-422.5","below","167.46","127.12","171.36","67","69","98.6","145.09","True","17.343","14.1037","14.3422","0.2385","9355074038320.018","FLOP/s","True","27","32","0x0000000000000004;0x0000000000000400"
