"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.7","1230","1237","13182.4","810","13801","True","-1.3","none","47.25","11.87","51.78","38.8","39","91.2","43.18","True","13.556","11.1547","11.3114","0.1567","286157471201.3888","byte/s","True","21","25","0x0000000000000000"
"1395","1393.4","1387","1395","13801","13801","13801","True","-1.6","none","50.17","16.07","53.64","38.6","39","96","45.26","True","12.433","10.4494","10.612","0.1626","305471780493.9359","byte/s","True","20","23","0x0000000000000000"
"1545","1537","1537","1537","13117.3","810","13801","True","-8","none","51.57","12.88","55.25","38.3","39","90.3","46.31","True","11.877","9.9206","10.0524","0.1319","321756263421.1199","byte/s","True","19","22","0x0000000000000000"
"1702","1695","1695","1695","13079.3","810","13801","True","-7","none","54.07","14.09","59.34","38.6","39","90.2","48.38","True","11.387","9.4895","9.632","0.1425","336371995560.2504","byte/s","True","18","21","0x0000000000000000"
"1852","1845","1845","1845","13079.3","810","13801","True","-7","none","56.57","15.56","62.62","39.2","40","93.7","50.72","True","11.318","9.3607","9.4942","0.1336","341001209891.9145","byte/s","True","18","21","0x0000000000000000"
"2010","2002","2002","2002","13801","13801","13801","True","-8","none","61.19","17.04","66.96","41.4","42","93.7","54.86","True","11.269","9.2282","9.3677","0.1395","345895779694.45044","byte/s","True","18","21","0x0000000000000000"
"2167","2152.5","2152","2160","13801","13801","13801","True","-14.5","none","63.58","23.21","68.3","42.9","44","95.4","57.16","True","11.283","9.2125","9.3468","0.1343","346485952388.07715","byte/s","True","17","21","0x0000000000000000"
"2317","2310","2310","2310","13401","7001","13801","True","-7","none","65.66","20.52","72.47","44.8","46","93.1","59.46","True","11.285","9.135","9.2569","0.1218","349423646384.7972","byte/s","True","17","21","0x0000000000000000"
"2475","2467","2467","2467","13801","13801","13801","True","-8","none","72.08","22.93","78.64","46.9","48","93.4","65.31","True","11.42","9.0492","9.1923","0.1431","352737424195.32513","byte/s","True","17","21","0x0000000000000000"
"2625","2617","2617","2617","13801","13801","13801","True","-8","none","81.2","33.5","86.85","49.1","50","95.6","73.45","True","11.35","9.0179","9.155","0.1371","353961068873.29974","byte/s","True","17","21","0x0000000000000000"
"2782","2748.8","2745","2760","13801","13801","13801","False","-33.2","below","87.66","40.71","93.26","51.5","53","95.5","79.27","True","11.332","8.9967","9.1354","0.1387","354797823595.398","byte/s","True","17","21","0x0000000000000000"
"2932","2746.7","2745","2760","13401","7001","13801","False","-185.3","below","87.99","29.02","94.14","52.6","53","93.4","79.16","True","10.839","8.9919","9.1398","0.1479","354987626757.29236","byte/s","True","17","20","0x0000000000000000"
"3090","2751.2","2745","2760","13401","7001","13801","False","-338.8","below","85.89","29.37","93.6","50.8","51","93.4","78.11","True","11.314","9.0094","9.1489","0.1394","354294771318.4581","byte/s","True","17","21","0x0000000000000000"
