"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"465","464.8","457","465","13801","13801","13801","True","-0.2","none","42.63","12.61","44.87","42","42","97","40.24","True","20.345","17.7235","17.987","0.2635","218098418299.53564","byte/s","True","34","38","0x0000000000000000"
"682","680.8","675","682","13801","13801","13801","True","-1.2","none","45.37","15.11","47.57","40.3","41","97.8","42.47","True","18.26","15.7546","15.9784","0.2238","245354569942.77615","byte/s","True","30","34","0x0000000000000000"
"900","898.9","892","900","13353","810","13801","True","-1.1","none","45.81","11.64","49.13","39.7","40","93.3","42.79","True","17.705","15.0796","15.3281","0.2485","256336960275.34155","byte/s","True","29","33","0x0000000000000000"
"1125","1123.3","1117","1125","13801","13801","13801","True","-1.7","none","47.83","14.07","50.41","39","39","97.1","44.18","True","17.057","14.4509","14.6972","0.2463","267489061126.05032","byte/s","True","28","32","0x0000000000000000"
"1342","1340.1","1335","1342","13801","13801","13801","True","-1.9","none","49.21","12.81","52.32","38.9","39","96.8","45.41","True","16.07","13.5504","13.7433","0.1929","285265603627.1116","byte/s","True","26","30","0x0000000000000000"
"1560","1552","1552","1552","13236.2","810","13801","True","-8","none","52.06","12.95","56.22","38.8","39","93.3","47.65","True","14.39","11.962","12.1195","0.1575","323145826158.8659","byte/s","True","23","27","0x0000000000000000"
"1777","1770","1770","1770","13801","13801","13801","True","-7","none","57.7","14.68","62.02","39","40","95.4","52.51","True","13.359","11.2288","11.4004","0.1717","344247469781.9306","byte/s","True","22","25","0x0000000000000000"
"1995","1987","1987","1987","13801","13801","13801","True","-8","none","63.66","18.92","68.21","39.8","40","98.2","58.14","True","13.321","10.998","11.1632","0.1652","351469484728.6586","byte/s","True","21","25","0x0000000000000000"
"2212","2205","2205","2205","13801","13801","13801","True","-7","none","66.69","26.67","70.57","40.5","41","96.7","60.86","True","13.401","10.9442","11.1051","0.1609","353197179411.82654","byte/s","True","21","25","0x0000000000000000"
"2430","2422","2422","2422","13182.4","810","13801","True","-8","none","71.02","19.8","76.58","41.4","42","93","64.78","True","13.355","10.8857","11.0567","0.171","355096728828.13837","byte/s","True","21","25","0x0000000000000000"
"2655","2647","2647","2647","13477.2","7001","13801","True","-8","none","81.94","24.67","88.69","43","44","92.9","74.78","True","12.846","10.806","10.9703","0.1643","357714068597.5832","byte/s","True","21","24","0x0000000000000000"
"2872","2753.1","2752","2775","13801","13801","13801","False","-118.9","below","86.6","26.93","92.69","44.3","45","95.2","79.09","True","12.851","10.7912","10.9672","0.1761","358207153788.9444","byte/s","True","21","24","0x0000000000000000"
"3090","2753.1","2752","2775","13801","13801","13801","False","-336.9","below","87.32","30.33","92.83","45","46","98.3","79.74","True","12.804","10.8058","10.9626","0.1568","357720662872.0382","byte/s","True","21","24","0x0000000000000000"
