"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236","1230","1237","True","-1","none","47.8","16.34","50.49","43.4","44","96.4","43.58","True","17.664","15.2015","15.4932","0.2917","254282260760.7864","byte/s","True","28","32","0x0000000000000000"
"2167","2152.7","2152","2160","True","-14.3","none","64.08","19.88","69.65","46","47","94.1","59.1","True","14.791","11.9832","12.1987","0.2155","322574191389.8645","byte/s","True","23","27","0x0000000000000000"
"3090","2753.2","2752","2760","False","-336.8","below","90.89","56.16","95.05","50.2","51","97.4","81.12","True","13.725","11.2464","11.4484","0.202","343707623699.2499","byte/s","True","20","25","0x0000000000000000"
