"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236.2","1230","1237","16301","16301","16301","True","-0.8","none","53.59","51.67","55.24","42.9","44","98.1","48.74","True","21.388","18.3631","18.622","0.2589","7185133027467.683","FLOP/s","True","35","40","0x0000000000000001;0x0000000000000000"
"1395","1388.5","1387","1395","16301","16301","16301","True","-6.5","none","57.81","36.92","60.23","45.5","47","98.1","52.8","True","19.249","16.2541","16.5046","0.2505","8117426588956.875","FLOP/s","True","31","36","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","16301","16301","16301","True","-8","none","64.02","23.7","67.1","48.1","49","99","57.58","True","17.066","14.45","14.6465","0.1965","9130891020422.133","FLOP/s","True","28","32","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","73.9","51.25","75.82","51.1","52","99","65.88","True","15.499","12.9196","13.1179","0.1983","10212536894521.967","FLOP/s","True","25","29","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","88.36","52.32","91.56","54.4","55","96.2","77.82","True","14.423","11.7434","11.8695","0.1261","11235409765355.77","FLOP/s","True","22","27","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","104.23","71.1","109.47","54.6","56","97","90.9","True","13.41","10.7674","10.9009","0.1335","12253820100844.557","FLOP/s","True","20","25","0x0000000000000001;0x0000000000000000"
"2167","2152","2152","2152","16301","16301","16301","True","-15","none","112.77","81.76","116.05","54.5","56","95.8","97.1","True","12.813","10.2539","10.3842","0.1303","12867463584690.592","FLOP/s","True","19","24","0x0000000000000001;0x0000000000000000"
"2317","2289.7","2287","2295","16301","16301","16301","True","-27.3","none","116.65","49.05","123.41","55.1","56","99","99.98","True","12.261","9.6967","9.8254","0.1287","13606814907793.98","FLOP/s","True","18","23","0x0000000000000001;0x0000000000000000"
"2475","2458.1","2452","2460","16301","16301","16301","True","-16.9","none","124.6","71.45","129.87","56.1","57","97.2","105.67","True","11.783","8.9872","9.1129","0.1257","14681091415226.67","FLOP/s","True","17","22","0x0000000000000001;0x0000000000000000"
"2625","2588.4","2587","2610","16301","16301","16301","False","-36.6","below","129.71","40.62","137.71","56.8","58","99","108.58","True","11.203","8.6296","8.7657","0.1361","15289411315464.145","FLOP/s","True","16","21","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"2782","2773.9","2767","2775","16301","16301","16301","True","-8.1","none","137.55","75.57","145.98","58.5","60","99","112.85","True","10.148","7.8134","7.9203","0.1069","16886494486449.957","FLOP/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2932","2924.4","2917","2925","16301","16301","16301","True","-7.6","none","157.65","58.18","172.16","62.3","64","98.6","127.64","True","9.626","7.3503","7.4468","0.0966","17950549131907.875","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000000"
"3090","2977","2977","2977","16301","16301","16301","False","-113","below","171.36","114.74","179.1","63","65","96.8","139.59","True","9.593","7.2348","7.3316","0.0968","18237001682472.402","FLOP/s","True","13","18","0x0000000000000001;0x0000000000000004;0x0000000000000000"
