"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236","1230","1237","13801","13801","13801","True","-1","none","54.46","43.62","55.53","47.6","48","98.2","49.57","True","21.393","18.1762","18.4372","0.261","7259016944911.711","FLOP/s","True","34","40","0x0000000000000400"
"1395","1389.1","1387","1395","13801","13801","13801","True","-5.9","none","58.68","57.58","59.6","47.1","48","97.8","52.96","True","19.191","16.0641","16.3311","0.267","8213438025639.633","FLOP/s","True","30","36","0x0000000000000400"
"1545","1537","1537","1537","13801","13801","13801","True","-8","none","64.56","31.08","69.15","47.5","48","97.2","58.17","True","17.088","14.4158","14.6089","0.1932","9152578638098.703","FLOP/s","True","28","32","0x0000000000000004;0x0000000000000400"
"1702","1695","1695","1695","13801","13801","13801","True","-7","none","73.01","35.55","76.27","49","50","97.8","65.05","True","15.557","12.8349","13.0285","0.1937","10279901870993.66","FLOP/s","True","24","29","0x0000000000000400"
"1852","1845","1845","1845","13801","13801","13801","True","-7","none","89.95","67.17","94.57","51.3","52","99.1","79.26","True","13.968","11.5278","11.6602","0.1323","11445460626259.504","FLOP/s","True","22","26","0x0000000000000400"
"2010","2002","2002","2002","13801","13801","13801","True","-8","none","105","80.65","108.52","53.5","55","97.2","91.17","True","12.955","10.6453","10.8021","0.1568","12394340662725.938","FLOP/s","True","20","24","0x0000000000000400"
"2167","2154.1","2152","2160","13801","13801","13801","True","-12.9","none","112.35","87.25","117.47","54.8","56","97.6","96.82","True","12.317","10.0577","10.1919","0.1342","13118496054914.238","FLOP/s","True","19","23","0x0000000000000400"
"2317","2310","2310","2310","13801","13801","13801","True","-7","none","122.01","57.33","129.39","57.5","59","99","103.73","True","11.745","9.2748","9.4084","0.1336","14225757925267.945","FLOP/s","True","17","22","0x0000000000000400"
"2475","2467","2467","2467","13801","13801","13801","True","-8","none","151.64","98.66","158.02","61.2","63","97.2","127.99","True","11.157","8.6685","8.7914","0.1229","15220836536482.326","FLOP/s","True","16","21","0x0000000000000400"
"2625","2576.3","2565","2610","13801","13801","13801","False","-48.7","below","171.79","88.82","181.73","66.1","68","99.3","143","True","10.628","8.2838","8.4063","0.1225","15927621728116.342","FLOP/s","True","15","20","0x0000000000000400"
"2782","2578.3","2565","2625","13801","13801","13801","False","-203.7","below","176.36","133.1","181.82","66.5","68","98.9","148.73","True","10.644","8.2861","8.4078","0.1217","15923240622185.555","FLOP/s","True","15","20","0x0000000000000400"
"2932","2571.7","2557","2610","13801","13801","13801","False","-360.3","below","174.73","116.52","182.31","66.4","68","97.3","146.23","True","10.645","8.2938","8.4239","0.13","15908352668934.098","FLOP/s","True","15","20","0x0000000000000400"
"3090","2572.7","2535","2617","13801","13801","13801","False","-517.3","below","171.99","86.8","180.38","66.8","68","99.1","143.74","True","10.627","8.2693","8.3884","0.1191","15955522767686.03","FLOP/s","True","15","20","0x0000000000000400"
