"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.8","1230","1237","16301","16301","16301","True","-1.2","none","57.96","27.03","59.98","47.3","48","100","52.12","True","18.896","15.8472","16.0766","0.2294","8325829943012.21","FLOP/s","True","30","35","0x0000000000000001;0x0000000000000000"
"1395","1388.2","1387","1395","16301","16301","16301","True","-6.8","none","62.31","21.84","64.72","47.5","48","99","55.13","True","16.654","14.0485","14.265","0.2164","9391835492904.766","FLOP/s","True","27","31","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","16301","16301","16301","True","-8","none","70.59","38.43","73","48","49","100","61.77","True","15.611","12.7499","12.9664","0.2165","10348397569716.611","FLOP/s","True","24","29","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","75.96","27.06","79.8","49.4","50","98.4","65.38","True","14","11.5375","11.6653","0.1278","11435891660721.572","FLOP/s","True","22","26","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","90.74","35.23","97.33","51.7","53","100","77.36","True","13.43","10.6276","10.7513","0.1238","12415007318665.87","FLOP/s","True","20","25","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","107.67","40.69","113.98","54.2","55","99.9","90.39","True","12.404","9.8025","9.9527","0.1502","13460017410829.434","FLOP/s","True","18","23","0x0000000000000001;0x0000000000000000"
"2167","2160","2160","2160","16301","16301","16301","True","-7","none","117.25","44.36","124.32","55.5","57","98.6","97.85","True","11.857","9.2611","9.4135","0.1524","14246814887746.26","FLOP/s","True","17","22","0x0000000000000001;0x0000000000000000"
"2317","2309.5","2302","2310","16301","16301","16301","True","-7.5","none","124.14","56.98","131.35","56.4","58","95.9","102.75","True","11.35","8.7862","8.9349","0.1487","15016937448205.367","FLOP/s","True","16","21","0x0000000000000001;0x0000000000000000"
"2475","2467","2467","2467","16301","16301","16301","True","-8","none","132.79","60.53","140.28","58.5","60","100","108.93","True","10.764","8.0864","8.2293","0.1429","16316440138788.447","FLOP/s","True","15","20","0x0000000000000001;0x0000000000000000"
"2625","2617","2617","2617","16301","16301","16301","True","-8","none","135.35","47.29","145.73","59.3","60","99.4","109.23","True","10.234","7.7674","7.8744","0.1069","16986484035067.148","FLOP/s","True","14","19","0x0000000000000001;0x0000000000000000"
"2782","2775","2775","2775","16301","16301","16301","True","-7","none","145.99","60.5","156.89","61.3","63","100","114.43","True","9.202","7.0697","7.1833","0.1136","18662974452469.438","FLOP/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","16301","16301","16301","True","-7","none","163.49","36.38","185.03","65.2","67","98.3","128.97","True","9.16","6.7089","6.8049","0.0961","19666669622915.617","FLOP/s","True","12","17","0x0000000000000001;0x0000000000000000"
"3090","2978.8","2977","3000","16301","16301","16301","False","-111.2","below","169.32","24.64","194.16","66.9","70","100","139.57","True","8.603","6.5998","6.7102","0.1104","19991699052685.52","FLOP/s","True","13","16","0x0000000000000001;0x0000000000000000"
