"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.4","1230","1237","16301","16301","16301","True","-1.6","none","51.51","7.36","57.14","39.8","40","97.6","44.98","True","11.368","9.3118","9.4405","0.1287","342790937445.2765","byte/s","True","18","21","0x0000000000000001;0x0000000000000000"
"1395","1393.5","1387","1395","16301","16301","16301","True","-1.5","none","53.36","10.8","58.94","40.8","41","93.8","46.47","True","10.816","8.7254","8.867","0.1416","365828177862.6896","byte/s","True","16","20","0x0000000000000001;0x0000000000000000"
"1545","1542","1537","1545","15332.8","810","16301","True","-3","none","53.36","6.15","59.98","41.6","42","93.6","46.36","True","10.796","8.5422","8.6857","0.1435","373674972779.14575","byte/s","True","16","20","0x0000000000000001;0x0000000000000000"
"1702","1699.8","1680","1702","15332.8","810","16301","True","-2.2","none","52.12","6.34","60.48","42.2","43","93.8","45.68","True","10.804","8.5458","8.706","0.1601","373515088833.6352","byte/s","True","16","20","0x0000000000000001;0x0000000000000000"
"1852","1848.8","1822","1852","16301","16301","16301","True","-3.2","none","54.92","12.33","60.79","43","44","96.6","47.87","True","10.788","8.5576","8.7104","0.1527","372999609927.77893","byte/s","True","16","20","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","15268.3","810","16301","True","-8","none","55.37","6.81","62.59","43.7","44","93.3","48.21","True","10.252","8.1138","8.2517","0.138","393404916595.043","byte/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2167","2160","2160","2160","16301","16301","16301","True","-7","none","61.01","10.1","68.95","44.8","46","97","52.47","True","9.74","7.5852","7.6966","0.1114","420817260342.09796","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","16301","16301","16301","True","-7","none","66.13","23.42","73.12","46.2","47","100","56.29","True","9.21","7.2611","7.3773","0.1162","439602572831.8352","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2475","2467","2467","2467","16301","16301","16301","True","-8","none","69.08","10.72","78.27","47.2","48","95.5","58.84","True","9.186","7.1048","7.1957","0.0909","449273648230.1977","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2625","2601.5","2595","2610","15109.4","810","16301","True","-23.5","none","69.74","9.55","78.59","48","49","92.3","59.55","True","9.167","7.1022","7.1967","0.0945","449438929986.56067","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2782","2775","2775","2775","16301","16301","16301","True","-7","none","74.22","11.16","85.18","49.2","50","95.8","63.41","True","9.144","7.0404","7.1651","0.1247","453382705838.8928","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","15109.4","810","16301","True","-7","none","78.81","10.09","91.01","50.5","51","92.3","67.25","True","9.236","7.0277","7.155","0.1273","454202958970.10614","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"3090","2985.5","2985","2992","16301","16301","16301","False","-104.5","below","80.75","18.92","91.46","51.4","52","94","68.98","True","9.217","7.0188","7.1299","0.1111","454777421856.9786","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
