"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.7","1230","1237","16301","16301","16301","True","-1.3","none","63.41","12.27","70.19","43.9","45","94.8","55.07","True","10.806","8.7759","8.9186","0.1427","355509267879.5421","byte/s","True","16","20","0x0000000000000001;0x0000000000000000"
"1395","1391.8","1387","1395","15268.3","810","16301","True","-3.2","none","65.86","6.76","73.5","43.7","44","93.3","56.79","True","10.26","8.1606","8.3161","0.1555","382313101087.4296","byte/s","True","15","19","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","16301","16301","16301","True","-8","none","66.81","7.31","75.88","43.6","44","94.2","57.56","True","9.704","7.6533","7.7621","0.1088","407653677613.6545","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","15194.5","810","16301","True","-7","none","73.62","7.08","82.55","44.4","45","92.9","61.95","True","9.167","7.2333","7.3275","0.0942","431324884504.6154","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","78.84","7.49","91.05","45.3","46","92.5","66.79","True","9.177","6.9302","7.0436","0.1134","450190816768.13916","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","15109.4","810","16301","True","-8","none","81.56","7.8","98.24","45.9","47","92.3","69.84","True","9.158","6.8884","6.982","0.0936","452923439701.2064","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2167","2137","2137","2137","16301","16301","16301","True","-30","none","86.45","20.97","97.86","46.3","47","98","72.95","True","9.2","6.9898","7.0889","0.0991","446351115996.91113","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2317","2262.5","2257","2280","16301","16301","16301","False","-54.5","below","85.94","8.43","98.25","46.2","47","94.6","72.73","True","9.179","6.9863","7.0907","0.1044","446572805042.6943","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2475","2428.1","2422","2445","16301","16301","16301","False","-46.9","below","88.59","25.28","99.35","46.8","48","100","74.9","True","9.173","6.996","7.0879","0.0919","445952949872.81396","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2625","2551.6","2542","2587","16301","16301","16301","False","-73.4","below","86.76","10.94","99.48","46.8","48","95.5","73.68","True","9.193","6.9931","7.1046","0.1115","446140504966.19006","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2782","2762.2","2760","2775","15109.4","810","16301","True","-19.8","none","88.77","8.19","101.19","46.9","48","92.3","74.53","True","9.164","6.9992","7.1191","0.1199","445753661797.2942","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","16301","16301","16301","True","-7","none","95.62","17.99","108.86","47.7","49","95.2","80.86","True","9.152","6.9833","7.0849","0.1016","446769691493.67804","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"3090","3015.5","3015","3022","15109.4","810","16301","False","-74.5","below","97.92","10.07","113.47","48.5","50","92.3","83.45","True","9.174","6.9819","7.0855","0.1036","446855898317.9626","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
