"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236.6","1230","1237","16301","16301","16301","True","-0.4","none","51.28","9.69","56.4","39.8","40","96.8","44.77","True","11.361","9.3553","9.491","0.1356","341195309141.7053","byte/s","True","18","21","0x0000000000000001;0x0000000000000000"
"1395","1393","1387","1395","16301","16301","16301","True","-2","none","53.23","9.64","59.31","40.7","41","94.7","46.64","True","10.789","8.5524","8.7051","0.1527","373227965186.00287","byte/s","True","16","20","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","15268.3","810","16301","True","-8","none","54.54","7.2","61.72","41.7","42","93.3","47.06","True","10.261","7.9853","8.1013","0.116","399736184136.7075","byte/s","True","15","19","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","59.26","10.4","67.27","42.7","43","96.2","50.94","True","9.718","7.534","7.63","0.096","423680282045.95044","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","64.21","17.84","71.36","43.9","45","97.9","54.17","True","9.18","7.2607","7.3485","0.0878","439628994997.8959","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","66.92","7.99","76.79","45.1","46","92.5","56.98","True","9.179","7.1059","7.2081","0.1022","449204789311.2391","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2167","2139.5","2137","2145","15109.4","810","16301","True","-27.5","none","67.2","7.99","77.4","45.8","47","92.3","57.41","True","9.169","7.0922","7.2046","0.1124","450072785737.0973","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2317","2273.2","2272","2287","16301","16301","16301","False","-43.8","below","68.92","13.17","77.67","46.7","48","93.2","58.63","True","9.176","7.0924","7.1924","0.1","450058260126.3755","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2475","2444.8","2437","2467","15109.4","810","16301","False","-30.2","below","65.1","8.28","78.38","47.4","48","92.3","55.73","True","9.157","7.0885","7.2038","0.1154","450309255382.8689","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2625","2575","2565","2602","16301","16301","16301","False","-50","below","69.87","14.41","78.78","48.4","49","95.2","60.01","True","9.18","7.0803","7.1941","0.1138","450831194592.2069","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2782","2775","2775","2775","16301","16301","16301","True","-7","none","70.43","8.95","80.57","49.2","50","93.4","60.1","True","9.183","7.0805","7.1656","0.0851","450813799410.6618","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","16301","16301","16301","True","-7","none","79.07","27.74","87.94","50.6","51","100","67.01","True","9.176","7.0355","7.1374","0.1019","453702186388.22363","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"3090","3015","3015","3015","16301","16301","16301","False","-75","below","79.76","10.35","91.31","51.5","53","92.5","68.29","True","9.153","7.0273","7.1279","0.1006","454229588267.8969","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
