"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.8","1230","1237","16301","16301","16301","True","-1.2","none","55.43","54.22","56.23","45.3","46","99","50.59","True","20.872","18.0902","18.3414","0.2512","7293515127172.947","FLOP/s","True","34","39","0x0000000000000001;0x0000000000000000"
"1395","1387.3","1387","1395","16301","16301","16301","True","-7.7","none","59.03","25.06","62.44","45.4","46","97.5","53.71","True","18.858","15.7816","16.0209","0.2393","8360450777579.077","FLOP/s","True","30","35","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","16301","16301","16301","True","-8","none","62.66","31.06","65.74","45.7","46","97.8","56.22","True","16.677","14.1846","14.3972","0.2126","9301705191167.408","FLOP/s","True","27","31","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","67.1","40.62","70.48","46.1","47","98","59.75","True","15.584","12.8175","13.0067","0.1893","10293854716671.87","FLOP/s","True","24","29","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","70.35","37.49","72.88","46.6","47","99","61.85","True","14.39","11.8949","12.0175","0.1226","11092248789526.277","FLOP/s","True","23","27","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","75.63","49.28","79.46","47.3","48","97.6","65.93","True","13.33","10.9065","11.0332","0.1267","12097494628670.002","FLOP/s","True","21","25","0x0000000000000001;0x0000000000000000"
"2167","2160","2160","2160","16301","16301","16301","True","-7","none","89.39","59.83","92.52","49","50","97.4","77.48","True","12.846","10.0462","10.1775","0.1313","13133449207858.795","FLOP/s","True","19","24","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","16301","16301","16301","True","-7","none","100.97","41.35","107.65","51.7","53","97.5","85.63","True","11.72","9.3332","9.4591","0.1259","14136705503695.854","FLOP/s","True","18","22","0x0000000000000001;0x0000000000000000"
"2475","2467","2467","2467","16301","16301","16301","True","-8","none","122.97","68.15","132.54","54.7","56","98.6","103.53","True","11.209","8.5689","8.6939","0.125","15397654258949.94","FLOP/s","True","16","21","0x0000000000000001;0x0000000000000000"
"2625","2611.2","2602","2617","16301","16301","16301","True","-13.8","none","127.2","42.7","137.49","55.4","57","96.8","105.63","True","10.718","8.3242","8.453","0.1288","15850318657001.73","FLOP/s","True","16","20","0x0000000000000001;0x0000000000000000"
"2782","2775","2775","2775","16301","16301","16301","True","-7","none","148.65","79.43","158.61","59.6","61","99.1","122","True","10.222","7.5785","7.6736","0.0951","17409903886463.654","FLOP/s","True","14","19","0x0000000000000001;0x0000000000000000"
"2932","2916.6","2910","2925","16301","16301","16301","True","-15.4","none","166.1","49.51","181.15","62.9","65","98.1","134.41","True","9.631","7.2883","7.3783","0.0901","18103266356866.797","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000000"
"3090","2946","2940","2947","16301","16301","16301","False","-144","below","173.49","107.29","182.38","63.9","65","99.1","141.01","True","9.589","7.3203","7.4085","0.0883","18024161018006.65","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000000"
