"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.7","1230","1237","15563.3","810","16301","True","-1.3","none","56.58","12.2","61.37","43.8","44","91.7","51.06","True","12.882","10.9791","11.1508","0.1717","174545101333.86996","FLOP/s","True","21","24","0x0000000000000001;0x0000000000000000"
"1395","1393.7","1387","1395","15485.7","810","16301","True","-1.3","none","57.46","13.22","63.31","43.6","44","92.6","52","True","12.437","10.2657","10.4344","0.1687","186674675570.29742","FLOP/s","True","19","23","0x0000000000000001;0x0000000000000000"
"1545","1539.5","1537","1545","15485.7","810","16301","True","-5.5","none","58.91","12.68","64.66","43.2","44","94.1","52.76","True","11.858","9.9272","10.0576","0.1304","193039692178.91666","FLOP/s","True","19","22","0x0000000000000001;0x0000000000000000"
"1702","1695.3","1687","1702","16301","16301","16301","True","-6.7","none","60.24","13.08","65.37","42.9","44","94.8","53.98","True","11.876","9.7863","9.9143","0.1281","195819755214.63208","FLOP/s","True","18","22","0x0000000000000001;0x0000000000000000"
"1852","1844.6","1830","1852","16301","16301","16301","True","-7.4","none","60.21","13.11","65.81","42.8","43","95","54.01","True","11.882","9.6942","9.8459","0.1517","197679262740.34863","FLOP/s","True","18","22","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","63.08","17.6","68.09","43","44","97.2","56.03","True","11.253","9.1586","9.2991","0.1405","209239321326.26804","FLOP/s","True","18","21","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"2167","2160","2160","2160","15389.8","810","16301","True","-7","none","66.9","14.86","73.8","43.7","44","93.4","59.26","True","10.627","8.6304","8.7566","0.1262","222045162085.92734","FLOP/s","True","17","20","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","16301","16301","16301","True","-7","none","76.12","30.14","81.51","44.6","45","95.4","66.87","True","10.081","8.2726","8.3902","0.1176","231650193254.38165","FLOP/s","True","16","19","0x0000000000000001;0x0000000000000000"
"2475","2467","2467","2467","16301","16301","16301","True","-8","none","80.96","19.69","89.47","45.4","46","94.7","71.65","True","10.135","8.0265","8.1218","0.0953","238751795086.03198","FLOP/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2625","2593.3","2587","2610","15681","7001","16301","False","-31.7","below","80.89","19.3","90.18","45.7","47","92.6","71.66","True","10.256","7.9544","8.0666","0.1122","240915688433.21747","FLOP/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2782","2775","2775","2775","16301","16301","16301","True","-7","none","87.68","22.43","96.57","46.8","48","95.3","76.56","True","9.684","7.8074","7.9238","0.1164","245453057451.60303","FLOP/s","True","15","18","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","15681","7001","16301","True","-7","none","91.22","23.01","103.21","47.7","49","92.6","79.87","True","9.69","7.7392","7.8347","0.0955","247615091223.34454","FLOP/s","True","15","18","0x0000000000000001;0x0000000000000000"
"3090","2985.5","2985","2992","16301","16301","16301","False","-104.5","below","94.46","29","103.89","48.3","49","96.1","82.58","True","9.651","7.721","7.8261","0.105","248197405192.23138","FLOP/s","True","15","18","0x0000000000000001;0x0000000000000000"
