target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
855,855.0,8857.65324672223,138.31,9251.0,1790299639.202,1790299656.2376,0.819,1335.0,35,-420
960,960.0,9791.383096637208,145.13,9251.0,1790299668.4008,1790299683.8339,0.819,1335.0,31,-420
1065,1065.0,10688.20629196402,153.4,9251.0,1790299695.8582,1790299709.9918,0.819,1335.0,28,-420
1170,1170.0,11540.984001365356,159.04,9251.0,1790299722.4097,1790299735.4889,0.819,1335.0,26,-420
1275,1275.0,12367.30976019182,174.85,9251.0,1790299747.8253,1790299760.0072,0.838,1485.0,24,-420
1380,1380.0,13198.771826230513,189.03,9251.0,1790299772.2377,1790299783.6803,0.85,1515.0,23,-420
1485,1485.0,13991.118516811752,195.59,9251.0,1790299796.0847,1790299806.9061,0.863,1530.0,22,-420
1590,1590.0,14712.514864637425,208.7,9251.0,1790299819.335,1790299829.5661,0.869,1545.0,21,-420
1695,1695.0,15503.284040378543,223.6,9251.0,1790299842.0383,1790299851.7656,0.894,1605.0,19,-420
1800,1800.0,16218.23882646185,267.71,9251.0,1790299864.1808,1790299873.4738,0.95,1695.0,19,-420
1905,1807.9,16240.372528576663,269.88,9251.0,1790299885.7685,1790299895.0575,0.963,1725.0,19,-420
2010,1787.6,16232.624197965597,266.71,9251.0,1790299907.3901,1790299916.6793,0.956,1710.0,19,-420
2115,1797.4,16203.189600522037,274.29,9251.0,1790299929.1214,1790299938.4223,0.956,1710.0,18,-420
