target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
855,855.0,274.4060068399745,145.6,9251.0,1790297436.5954,1790297447.5421,0.819,1335.0,22,-420
960,960.0,287.5956779612278,143.58,8829.0,1790297459.3321,1790297469.8128,0.812,1335.0,21,-420
1065,1065.0,298.95141278394885,150.96,9251.0,1790297481.5459,1790297491.5821,0.812,1335.0,20,-420
1170,1170.0,306.56112619299745,151.6,9251.0,1790297503.6749,1790297513.4483,0.812,1335.0,20,-420
1275,1275.0,314.40145912005795,157.75,8782.1,1790297525.3092,1790297534.8652,0.838,1485.0,19,-420
1380,1380.0,319.72077252313466,161.22,8782.1,1790297546.8464,1790297556.2618,0.85,1515.0,18,-420
1485,1485.0,324.18979341394373,164.5,8782.1,1790297567.9632,1790297577.2214,0.863,1545.0,18,-420
1590,1590.0,326.4684970282013,172.64,9251.0,1790297589.1038,1790297598.3079,0.869,1545.0,19,-420
1695,1695.0,328.3158279582523,181.23,8754.5,1790297610.0708,1790297619.2192,0.894,1605.0,18,-420
1800,1800.0,329.19148461023116,205.2,9251.0,1790297631.3049,1790297640.4244,0.95,1695.0,18,-420
1905,1905.0,329.6021335436837,224.03,8754.5,1790297652.3558,1790297661.4709,1.038,1800.0,18,-420
2010,1936.9,329.66959187464,248.72,9251.0,1790297673.5554,1790297682.6643,1.075,1830.0,18,-420
2115,1937.6,329.4089005232491,253.25,9251.0,1790297694.6692,1790297703.7982,1.075,1830.0,18,-420
