"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"855","855","855","855","9251","9251","9251","True","0","none","129.7","96.03","132.97","55.7","58","98.4","109.18","True","20.796","16.0231","16.291","0.2678","8234426984595.343","FLOP/s","True","30","38","0x0000000000000001;0x0000000000000000"
"960","960","960","960","9251","9251","9251","True","0","none","136.47","58.02","143.54","58.7","59","99.3","111.49","True","18.584","14.2844","14.4874","0.203","9236779203814.434","FLOP/s","True","27","34","0x0000000000000001;0x0000000000000000"
"1065","1065","1065","1065","9251","9251","9251","True","0","none","147.79","106.31","151.37","56.7","57","99.5","119.79","True","17.273","12.8907","13.1118","0.221","10235362227927.47","FLOP/s","True","24","32","0x0000000000000001;0x0000000000000000"
"1170","1170","1170","1170","9251","9251","9251","True","0","none","153.25","70.57","160.95","57.2","59","100","121.28","True","16.185","11.7426","11.9109","0.1683","11236115505697.814","FLOP/s","True","22","30","0x0000000000000001;0x0000000000000000"
"1275","1275","1275","1275","9251","9251","9251","True","0","none","167.06","124.78","172.93","58","59","98.4","130.98","True","15.276","10.7834","10.9243","0.1409","12235588141469.582","FLOP/s","True","20","28","0x0000000000000001;0x0000000000000000"
"1380","1380","1380","1380","9251","9251","9251","True","0","none","172.48","80.79","182.66","58.2","60","98.3","130.79","True","14.025","9.9416","10.0854","0.1438","13271626054749.076","FLOP/s","True","19","26","0x0000000000000001;0x0000000000000000"
"1485","1485","1485","1485","9251","9251","9251","True","0","none","183.77","79.31","195.7","58.6","60","100","137.5","True","13.444","9.2368","9.3999","0.163","14284293223011.281","FLOP/s","True","17","25","0x0000000000000001;0x0000000000000000"
"1590","1590","1590","1590","9251","9251","9251","True","0","none","208.2","84.22","222.83","60.1","62","99.2","153.79","True","12.923","8.6363","8.7674","0.131","15277455390262.59","FLOP/s","True","16","24","0x0000000000000001;0x0000000000000000"
"1695","1695","1695","1695","9251","9251","9251","True","0","none","241.92","99.09","260.23","62.5","64","100","175.59","True","12.448","8.1036","8.2529","0.1492","16281732362584.32","FLOP/s","True","15","23","0x0000000000000001;0x0000000000000000"
"1800","1763.6","1725","1785","9251","9251","9251","False","-36.4","below","270.51","114.83","289.73","64.2","66","99.5","192.5","True","11.923","7.7844","7.9108","0.1264","16949513597285.428","FLOP/s","True","14","22","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"1905","1771.1","1725","1905","9251","9251","9251","False","-133.9","below","272.77","124.99","289.93","64.3","66","100","195.32","True","11.948","7.7833","7.907","0.1237","16951757244601.479","FLOP/s","True","14","22","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"2010","1753.9","1695","1785","9251","9251","9251","False","-256.1","below","271.75","113.45","289.64","64.3","66","98","195.44","True","11.907","7.7831","7.8972","0.1142","16952367746639.99","FLOP/s","True","14","22","0x0000000000000004;0x0000000000000000"
"2115","1755","1665","1770","9251","9251","9251","False","-360","below","277.46","156.66","289.81","64.3","66","98.1","199.52","True","12.016","7.7839","7.8893","0.1054","16950655054580.621","FLOP/s","True","14","22","0x0000000000000004;0x0000000000000000"
