"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.8","1230","1237","16301","16301","16301","True","-1.2","none","56.11","41.27","59.74","49.2","51","97.6","48.42","True","22.027","17.5943","17.8751","0.2807","7499090861824.417","FLOP/s","True","34","41","0x0000000000000001;0x0000000000000000"
"1395","1391.8","1387","1395","16301","16301","16301","True","-3.2","none","61.34","47.83","64.88","51.4","53","98.3","55.89","True","18.204","15.4853","15.6819","0.1966","8520424348880.244","FLOP/s","True","30","34","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","16301","16301","16301","True","-8","none","66.95","38.36","71.79","52.8","54","97.8","60.14","True","16.608","13.8828","14.0665","0.1838","9503973213999.006","FLOP/s","True","26","31","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","75.02","33.54","80.07","52.9","54","99","66.36","True","15.024","12.5132","12.6966","0.1833","10544135096506.963","FLOP/s","True","24","28","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","89.4","36.26","96.24","53.3","54","97.9","78.35","True","13.872","11.4295","11.5471","0.1176","11543897685673.814","FLOP/s","True","21","26","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","104.39","49.75","112.56","54.8","57","97.6","89.76","True","12.878","10.4847","10.6236","0.1389","12584148361468.951","FLOP/s","True","20","24","0x0000000000000001;0x0000000000000000"
"2167","2153.7","2152","2160","16301","16301","16301","True","-13.3","none","113.18","57.55","121.89","55.6","57","99.3","96.42","True","12.286","9.9343","10.0672","0.1329","13281444043211.443","FLOP/s","True","19","23","0x0000000000000001;0x0000000000000000"
"2317","2296.6","2287","2310","16301","16301","16301","True","-20.4","none","121.91","83.57","129.17","56.4","58","98.2","103.88","True","11.812","9.3518","9.499","0.1472","14108607857103.64","FLOP/s","True","17","22","0x0000000000000001;0x0000000000000000"
"2475","2462.2","2460","2467","16301","16301","16301","True","-12.8","none","130.38","107.53","138.05","57.8","59","97.4","108.73","True","11.264","8.6829","8.819","0.1361","15195512528731.14","FLOP/s","True","16","21","0x0000000000000001;0x0000000000000000"
"2625","2601.7","2595","2617","16301","16301","16301","True","-23.3","none","133.65","74.61","145.43","58.1","60","97.4","111.37","True","10.69","8.2222","8.3492","0.127","16046925722146.973","FLOP/s","True","15","20","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"2782","2774.4","2767","2775","16301","16301","16301","True","-7.6","none","145","108.95","153.46","60.1","62","99.3","118.81","True","9.658","7.5414","7.6358","0.0944","17495661314566.361","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","16301","16301","16301","True","-7","none","157.87","25.79","178.98","63.1","66","94.4","136","True","9.628","7.1549","7.2468","0.0919","18440803805523.68","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000000"
"3090","2979.2","2970","3015","15636.7","7001","16301","False","-110.8","below","160.49","23.73","190.5","64","68","92.4","136.41","True","9.136","7.0461","7.1492","0.1031","18725576531410.824","FLOP/s","True","14","17","0x0000000000000001;0x0000000000000000"
