target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
855,855.0,564.925499105833,134.89,9251.0,1790311971.7243,1790311980.9915,0.819,1335.0,18,-420
960,960.0,565.9107796135398,135.34,9251.0,1790311993.2361,1790312002.4888,0.812,1335.0,18,-420
1065,1065.0,566.2908290526051,134.1,9251.0,1790312014.4022,1790312023.6338,0.812,1335.0,19,-420
1170,1170.0,567.0193043248007,134.92,9251.0,1790312035.8771,1790312045.1138,0.812,1335.0,19,-420
1275,1275.0,568.0447805324418,143.78,9251.0,1790312057.0286,1790312066.2477,0.844,1470.0,18,-420
1380,1380.0,568.2872159701692,147.34,9251.0,1790312078.1948,1790312087.4152,0.85,1515.0,18,-420
1485,1485.0,568.234161030213,148.38,9251.0,1790312099.7682,1790312108.9965,0.863,1545.0,18,-420
1590,1590.0,568.8848994228811,148.37,9251.0,1790312120.7529,1790312129.9601,0.869,1560.0,18,-420
1695,1695.0,569.1222214842574,153.2,9251.0,1790312141.9177,1790312151.1343,0.894,1605.0,19,-420
1800,1800.0,569.3053343873469,167.29,9265.7,1790312163.0407,1790312172.2286,0.95,1695.0,19,-420
1905,1905.0,569.9204966882569,188.83,9251.0,1790312184.1961,1790312193.376,1.031,1800.0,18,-420
2010,1950.0,569.8375212753466,201.55,9251.0,1790312205.1561,1790312214.3556,1.081,1845.0,19,-420
2115,1948.2,569.9380207344585,197.48,9251.0,1790312226.3433,1790312235.5397,1.081,1845.0,18,-420
