target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
855,855.0,275.91216723457813,146.0,9251.0,1790312545.6998,1790312556.6232,0.819,1335.0,22,-420
960,960.0,288.83619664396673,148.62,9251.0,1790312568.8572,1790312579.2845,0.812,1335.0,21,-420
1065,1065.0,299.90732602268463,148.25,8782.1,1790312591.1692,1790312601.1921,0.812,1335.0,20,-420
1170,1170.0,307.85104806977625,154.73,9251.0,1790312613.2743,1790312623.0415,0.812,1335.0,20,-420
1275,1275.0,315.1439704393202,161.79,9251.0,1790312634.9051,1790312644.4447,0.838,1485.0,19,-420
1380,1380.0,320.5525597469304,164.84,9251.0,1790312656.4667,1790312665.8456,0.85,1515.0,18,-420
1485,1485.0,324.6735487030036,176.8,9251.0,1790312678.067,1790312687.3397,0.863,1545.0,18,-420
1590,1590.0,326.61747497239423,178.6,9251.0,1790312699.1304,1790312708.3539,0.869,1545.0,18,-420
1695,1695.0,327.88489887678736,187.11,9251.0,1790312720.1811,1790312729.3314,0.894,1605.0,18,-420
1800,1800.0,328.7012080330402,200.63,9251.0,1790312741.331,1790312750.4808,0.95,1695.0,19,-420
1905,1905.0,329.0737734524196,234.2,9251.0,1790312762.3863,1790312771.5463,1.038,1800.0,19,-420
2010,1937.6,329.07754526937106,245.11,9251.0,1790312783.5568,1790312792.6903,1.075,1830.0,18,-420
2115,1937.6,329.2701253922455,253.45,9251.0,1790312804.5898,1790312813.726,1.075,1830.0,18,-420
