target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1402,1400.3,341.9874224111221,52.76,13182.4,1790104395.0337,1790104406.5159,0.72,1342.0,23,-420
1477,1470.0,354.72162407738426,55.03,13801.0,1790104416.7217,1790104427.8022,0.72,1417.0,22,-420
1560,1552.0,365.2935923387634,55.89,13801.0,1790104437.87,1790104448.624,0.73,1492.0,22,-420
1635,1627.0,370.8888596370413,56.73,13801.0,1790104458.913,1790104469.5277,0.74,1545.0,21,-420
1710,1702.0,380.2836031598458,57.69,13117.3,1790104479.5531,1790104489.8711,0.76,1635.0,20,-420
1792,1785.0,385.92796643330075,59.79,13117.3,1790104500.0581,1790104510.2337,0.785,1732.0,20,-420
1867,1860.0,387.32383847128517,61.86,13117.3,1790104520.1259,1790104530.2678,0.805,1800.0,21,-420
1942,1935.0,388.22338190966923,64.64,13117.3,1790104540.0905,1790104550.1673,0.82,1867.0,20,-420
2025,2017.0,388.8177092924142,66.48,13117.3,1790104560.0627,1790104570.1532,0.84,1935.0,20,-420
2100,2077.8,388.7148689310975,66.69,13117.3,1790104580.0668,1790104590.1522,0.84,1935.0,20,-420
