"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236","1230","1237","16301","16301","16301","True","-1","none","52.06","34.88","53.52","41.6","43","97.2","48.13","True","21.554","18.2681","18.5753","0.3071","7222490537089.414","FLOP/s","True","35","40","0x0000000000000001;0x0000000000000000"
"1395","1388","1387","1395","16301","16301","16301","True","-7","none","56.58","33.38","58.29","44.4","46","98.1","51.66","True","19.195","16.2046","16.4505","0.2459","8142238937944.295","FLOP/s","True","31","36","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","16301","16301","16301","True","-8","none","63.24","26.28","67.41","47","48","98.4","56.87","True","17.005","14.4641","14.645","0.181","9122006692286.53","FLOP/s","True","28","32","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","72.99","54.49","74.76","50","51","98","64.81","True","15.399","12.9913","13.1679","0.1767","10156171565398.17","FLOP/s","True","25","29","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","86.07","35.31","91.65","53.5","54","99","75.72","True","14.339","11.8034","11.9212","0.1178","11178256358639.12","FLOP/s","True","22","27","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","102","52.44","106.38","54.6","55","99","88.65","True","13.28","10.8321","10.9554","0.1233","12180613464665.441","FLOP/s","True","20","25","0x0000000000000001;0x0000000000000000"
"2167","2152","2152","2152","16301","16301","16301","True","-15","none","109.87","75.26","113.75","54.2","56","95.9","95.15","True","12.776","10.247","10.3736","0.1266","12876105772500.965","FLOP/s","True","19","24","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","16301","16301","16301","True","-7","none","120.76","48.43","128.95","56.7","58","97.6","102.37","True","11.704","9.3139","9.4335","0.1195","14166062757903.041","FLOP/s","True","18","22","0x0000000000000001;0x0000000000000000"
"2475","2462.9","2460","2467","16301","16301","16301","True","-12.1","none","143.41","90.39","150.1","59.3","61","97.4","120.5","True","11.144","8.8003","8.9229","0.1225","14992751402146.09","FLOP/s","True","17","21","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"2625","2610","2610","2610","16301","16301","16301","True","-15","none","151.31","72.4","160.21","61.1","63","99","125.5","True","10.631","8.3515","8.4729","0.1214","15798586997315.309","FLOP/s","True","16","20","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"2782","2746.3","2737","2752","16301","16301","16301","False","-35.7","below","162.3","121.15","168.11","62.5","64","96.6","134.24","True","10.177","7.9247","8.0319","0.1072","16649284874233.744","FLOP/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2932","2876.7","2865","2880","16301","16301","16301","False","-55.3","below","165.85","90.41","175.48","63.6","65","99","135.93","True","10.226","7.6028","7.71","0.1072","17354230390654.287","FLOP/s","True","14","19","0x0000000000000001;0x0000000000000000"
"3090","2917.1","2902","2940","16301","16301","16301","False","-172.9","below","170.99","120.34","179.7","64","65","99","139.92","True","9.603","7.5002","7.6048","0.1046","17591822245543.627","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000000"
