"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"855","855","855","855","9251","9251","9251","True","0","none","132.25","17.56","146.55","52.2","54","95.7","99.59","True","1790358336.5743","1790358345.8545","13.526","9.1195","9.2812","0.1617","564634510236.2985","byte/s","True","17","25","0x0000000000000001;0x0000000000000000"
"960","960","960","960","9251","9251","9251","True","0","none","134.17","16.41","148.28","54.9","56","95.1","99.59","True","1790358358.0936","1790358367.346","13.009","9.1028","9.2487","0.1459","565670398188.7007","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1065","1065","1065","1065","9251","9251","9251","True","0","none","142.09","67.61","150.78","57.1","58","100","105.27","True","1790358379.1211","1790358388.3477","13.066","9.0865","9.228","0.1415","566686543763.3683","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1170","1170","1170","1170","9251","9251","9251","True","0","none","140.46","49.01","150.45","55.3","56","96.6","104.58","True","1790358400.2939","1790358409.5273","13.019","9.0803","9.235","0.1547","567072894538.3413","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1275","1275","1275","1275","9251","9251","9251","True","0","none","139.62","46.65","150.31","54.3","56","95.5","104.26","True","1790358421.2983","1790358430.5327","13.091","9.074","9.233","0.159","567468164938.1613","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1380","1380","1380","1380","9251","9251","9251","True","0","none","138.76","30.93","151.66","56.6","58","96.5","103.8","True","1790358442.4263","1790358451.678","13.04","9.0766","9.253","0.1763","567303581685.397","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1485","1485","1485","1485","9251","9251","9251","True","0","none","145.26","71.81","153.07","55.6","56","100","108.97","True","1790358463.5986","1790358472.804","13.099","9.0627","9.2057","0.1431","568177191306.5292","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1605","1605","1605","1605","9251","9251","9251","True","0","none","149.77","63.67","159.12","56.1","58","100","112.32","True","1790358484.7794","1790358493.997","12.983","9.0537","9.2172","0.1635","568739205185.6089","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1710","1710","1710","1710","9251","9251","9251","True","0","none","160.71","60.24","172.99","59.1","60","98.1","120.57","True","1790358505.8252","1790358515.0301","12.973","9.0486","9.2056","0.1571","569062318978.0817","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1815","1815","1815","1815","9251","9251","9251","True","0","none","171.09","56.95","184.57","57.9","59","95","128.82","True","1790358526.8877","1790358536.0811","13.011","9.0412","9.1973","0.1561","569524493501.4373","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"1920","1920","1920","1920","9251","9251","9251","True","0","none","191.06","50.04","206.66","58.3","60","95.8","144.66","True","1790358547.9787","1790358557.1652","12.992","9.0391","9.1936","0.1545","569660393257.6544","byte/s","True","17","24","0x0000000000000001;0x0000000000000000"
"2025","1948.2","1920","1950","9251","9251","9251","False","-76.8","below","199.03","48.06","216.77","58.5","60","99.5","150.65","True","1790358568.9935","1790358578.1996","12.984","9.0341","9.2051","0.1711","569976655663.324","byte/s","True","17","24","0x0000000000000600;0x0000000000000400"
"2130","1948.2","1920","1950","9251","9251","9251","False","-181.8","below","197.8","44.65","216.21","58.2","60","97.2","149.65","True","1790358590.011","1790358599.199","13.033","9.0338","9.191","0.1572","569994069591.0264","byte/s","True","17","24","0x0000000000000600;0x0000000000000400;0x0000000000000624"
