target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
855,855.0,2766.1180715394685,114.38,9251.0,1790360777.7272,1790360798.015,0.819,1335.0,40,-420
960,960.0,3092.1344637607394,121.78,9251.0,1790360810.6277,1790360828.6777,0.819,1335.0,37,-420
1065,1065.0,3414.8631501395084,126.04,9251.0,1790360841.3023,1790360857.6761,0.819,1335.0,33,-420
1170,1170.0,3737.100077282792,132.32,9251.0,1790360869.9989,1790360884.9933,0.819,1335.0,30,-420
1275,1275.0,4057.524505357338,137.8,9251.0,1790360897.5773,1790360911.3991,0.819,1335.0,28,-420
1380,1380.0,4378.485376784215,143.7,9251.0,1790360924.0975,1790360936.881,0.819,1335.0,26,-420
1485,1485.0,4704.427697460753,145.0,9251.0,1790360949.4982,1790360961.4146,0.819,1410.0,24,-420
1605,1605.0,5070.768785446878,163.37,9251.0,1790360973.7598,1790360984.8148,0.856,1530.0,22,-420
1710,1710.0,5389.4213596604195,186.49,9251.0,1790360997.0045,1790361007.3819,0.906,1620.0,20,-420
1815,1815.0,5704.947434207629,215.16,9251.0,1790361019.7956,1790361029.5954,0.963,1725.0,20,-420
1920,1919.2,6005.274215530674,266.86,9251.0,1790361041.9829,1790361051.3203,1.062,1815.0,19,-420
2025,1920.0,6003.564732772055,266.29,9251.0,1790361063.574,1790361072.9224,1.069,1815.0,19,-420
2130,1920.0,6006.953097299444,268.93,9251.0,1790361085.2482,1790361094.584,1.062,1822.5,18,-420
