target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
855,855.0,2748.5011341482705,113.44,9251.0,1790309684.4752,1790309704.87,0.819,1335.0,41,-420
960,960.0,3073.2870658763013,120.23,9251.0,1790309717.4958,1790309735.6908,0.812,1335.0,36,-420
1065,1065.0,3394.402905984357,125.94,9251.0,1790309748.3337,1790309764.8173,0.819,1335.0,32,-420
1170,1170.0,3717.3993502640997,130.7,9251.0,1790309777.4447,1790309792.4931,0.819,1335.0,30,-420
1275,1275.0,4035.9013561106203,136.13,9251.0,1790309805.0869,1790309818.9515,0.812,1335.0,27,-420
1380,1380.0,4355.897040375684,141.25,9251.0,1790309831.5635,1790309844.4295,0.812,1335.0,25,-420
1485,1485.0,4673.781971216417,144.05,9251.0,1790309856.934,1790309868.9131,0.819,1410.0,24,-420
1590,1590.0,4992.225811384159,161.29,9251.0,1790309881.2051,1790309892.4379,0.85,1515.0,22,-420
1695,1695.0,5314.3667161066705,178.84,9251.0,1790309904.9289,1790309915.4588,0.894,1605.0,21,-420
1800,1800.0,5628.422241320007,213.45,9251.0,1790309927.6061,1790309937.552,0.956,1710.0,20,-420
1905,1905.0,5934.558068371562,255.91,9251.0,1790309949.789,1790309959.2351,1.038,1800.0,19,-420
2010,1920.0,5979.959998430667,266.12,9251.0,1790309971.4313,1790309980.8291,1.069,1830.0,19,-420
2115,1922.5,5975.6747079726965,263.95,9251.0,1790309992.9769,1790310002.3376,1.069,1815.0,19,-420
