"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"855","855","855","855","9251","9251","9251","True","0","none","136.48","14.48","143.94","56","58","96.4","114.67","True","1790310020.5781","1790310037.6179","21.147","16.7542","17.0399","0.2857","8845697002785.758","FLOP/s","True","32","39","0x0000000000000001;0x0000000000000000"
"960","960","960","960","9251","9251","9251","True","0","none","144.44","41.09","152.71","56.5","57","98.2","119.47","True","1790310049.7701","1790310065.1993","19.546","15.1519","15.4276","0.2758","9781119496426.207","FLOP/s","True","29","36","0x0000000000000001;0x0000000000000000"
"1065","1065","1065","1065","9251","9251","9251","True","0","none","150.71","29.85","160.83","57.2","59","96.7","123.15","True","1790310077.3462","1790310091.4815","18.41","13.8792","14.1298","0.2506","10678013627349.424","FLOP/s","True","26","34","0x0000000000000001;0x0000000000000000"
"1170","1170","1170","1170","9251","9251","9251","True","0","none","156.37","23.91","169.48","56.8","58","96","126.03","True","1790310103.9296","1790310117.0377","17.401","12.8459","13.1079","0.262","11536928721030.87","FLOP/s","True","24","32","0x0000000000000001;0x0000000000000000"
"1275","1275","1275","1275","9251","9251","9251","True","0","none","165.55","40.53","176.71","57.7","59","98","130.97","True","1790310129.2506","1790310141.4528","16.239","11.9934","12.2032","0.2097","12356924722705.783","FLOP/s","True","23","30","0x0000000000000001;0x0000000000000000"
"1380","1380","1380","1380","9251","9251","9251","True","0","none","173.85","74.56","183.84","57.7","59","96.2","136.5","True","1790310153.5369","1790310165.0141","15.69","11.2635","11.4743","0.2108","13157726699056.625","FLOP/s","True","21","29","0x0000000000000001;0x0000000000000000"
"1485","1485","1485","1485","9251","9251","9251","True","0","none","177.51","26.62","194.58","57.8","60","94.8","138.62","True","1790310177.3569","1790310188.1871","15.229","10.6192","10.8293","0.2101","13956059418340.21","FLOP/s","True","20","28","0x0000000000000001;0x0000000000000000"
"1590","1590","1590","1590","9251","9251","9251","True","0","none","202.26","64.47","216.17","59.4","61","97.6","155.78","True","1790310200.5946","1790310210.8108","14.634","10.0616","10.2171","0.1555","14729463862594.621","FLOP/s","True","19","27","0x0000000000000001;0x0000000000000000"
"1695","1695","1695","1695","9251","9251","9251","True","0","none","222.83","27.14","249.13","60.5","63","96","169.95","True","1790310223.4268","1790310233.1322","14.045","9.5703","9.7031","0.1328","15485566862544.979","FLOP/s","True","18","26","0x0000000000000001;0x0000000000000000"
"1800","1800","1800","1800","9251","9251","9251","True","0","none","259.15","26.47","289","63.3","66","94.8","194.84","True","1790310245.4279","1790310254.7492","13.537","9.1497","9.3266","0.1769","16197422515356.98","FLOP/s","True","17","25","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"1905","1807.1","1770","1905","8754.5","810","9251","False","-97.9","below","268.6","30.96","289.63","63.6","67","91.7","202.41","True","1790310267.0969","1790310276.3974","13.564","9.1363","9.3","0.1636","16221196738802.646","FLOP/s","True","17","25","0x0000000000000001;0x0000000000000004"
"2010","1801.8","1740","1875","9251","9251","9251","False","-208.2","below","269.98","88.15","289.87","64.6","67","96.1","204.39","True","1790310288.6695","1790310297.9779","13.546","9.1496","9.3125","0.1629","16197616715339.373","FLOP/s","True","17","25","0x0000000000000404;0x0000000000000004;0x0000000000000400"
"2115","1795.6","1740","1860","9251","9251","9251","False","-319.4","below","269.65","77.73","289.53","64.9","67","98.8","203.95","True","1790310310.2038","1790310319.5081","13.562","9.1531","9.3048","0.1517","16191461938949.371","FLOP/s","True","17","25","0x0000000000000004;0x0000000000000600"
