"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236.5","1230","1237","15705.2","810","16301","True","-0.5","none","48.67","11.83","52.76","43","43","92.9","45.07","True","1790183336.5042","1790183350.4474","16.198","13.753","13.9413","0.1883","250418232622.8554","byte/s","True","26","30","0x0000000000000001;0x0000000000000000"
"1395","1393.1","1387","1395","16301","16301","16301","True","-1.9","none","48.19","11.8","53.21","41.9","42","95.4","44.62","True","1790183360.7727","1790183374.4135","15.629","13.4203","13.643","0.2226","256625356591.1291","byte/s","True","25","29","0x0000000000000001;0x0000000000000000"
"1545","1543.3","1537","1545","15655.5","810","16301","True","-1.7","none","49.13","12.36","54.75","40.9","41","93.7","45.19","True","1790183384.4737","1790183397.2245","14.561","12.558","12.75","0.1921","274248321503.08618","byte/s","True","24","27","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","15596.9","810","16301","True","-7","none","51.94","13.21","56.61","40.6","41","91.6","47.35","True","1790183407.0286","1790183418.6379","13.462","11.453","11.6091","0.156","300706140791.3621","byte/s","True","22","25","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","57.33","22.22","62.31","40.7","41","94.8","52.03","True","1790183428.518","1790183438.7645","12.37","10.0629","10.2451","0.1822","342246839570.59686","byte/s","True","19","23","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","15389.8","810","16301","True","-8","none","60.92","12.8","68.72","40.8","41","93.6","54.43","True","1790183448.9486","1790183458.1987","11.292","9.1317","9.2536","0.1219","377148551729.26587","byte/s","True","17","21","0x0000000000000001;0x0000000000000000"
"2167","2160","2160","2160","16301","16301","16301","True","-7","none","66.16","16.14","75.27","41.5","42","93.1","58.21","True","1790183468.2865","1790183476.7715","10.21","8.35","8.4876","0.1376","412453484462.50824","byte/s","True","16","19","0x0000000000000001;0x0000000000000000"
"2317","2298.1","2295","2302","16301","16301","16301","True","-18.9","none","68.84","27.54","75.64","41.8","42","95","60.14","True","1790183486.5278","1790183495.0146","10.218","8.3458","8.4841","0.1383","412661385919.0309","byte/s","True","16","19","0x0000000000000001;0x0000000000000000"
"2475","2458.5","2452","2460","16301","16301","16301","True","-16.5","none","68.74","16.89","76.86","41.7","42","93.5","60.59","True","1790183504.7669","1790183513.1355","10.201","8.2411","8.3663","0.1252","417904367584.8074","byte/s","True","16","19","0x0000000000000001;0x0000000000000000"
"2625","2591.7","2587","2602","16301","16301","16301","False","-33.3","below","70.1","29.51","76.49","42","43","99.3","62.05","True","1790183523.0147","1790183531.3608","10.258","8.2215","8.3456","0.1241","418899306312.99304","byte/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2782","2775","2775","2775","16314.3","16301","16501","True","-7","none","69.77","14.44","79.42","42","43","93.1","61.41","True","1790183541.3339","1790183549.3588","10.25","7.9342","8.0275","0.0933","434072700472.1293","byte/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","16301","16301","16301","True","-7","none","78.01","26.12","87.21","42.8","44","94.4","67.82","True","1790183559.6165","1790183567.1965","9.735","7.4818","7.5828","0.101","460316211575.14044","byte/s","True","14","18","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"3090","3017","3015","3022","15194.5","810","16301","False","-73","below","78.91","21.28","90.18","43.2","44","92.2","69.81","True","1790183577.4708","1790183585.034","9.689","7.444","7.563","0.119","462655170500.74756","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
