target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.7,175.51914410337633,56.52,16301.0,1790183887.2888,1790183898.3718,0.72,1215.0,21,-420
1395,1393.0,183.4207010283921,57.53,16301.0,1790183908.3597,1790183918.9785,0.72,1245.0,21,-420
1545,1542.9,193.576469723812,58.85,16301.0,1790183928.8361,1790183938.8796,0.72,1320.0,20,-420
1702,1695.0,207.1813491863726,61.4,16301.0,1790183948.7397,1790183958.1357,0.72,1440.0,19,-420
1852,1844.5,221.92143724707645,66.79,15332.8,1790183968.0802,1790183976.875,0.755,1605.0,17,-420
2010,2002.0,231.50620868932313,71.24,16313.5,1790183986.9117,1790183995.3078,0.795,1770.0,17,-420
2167,2160.0,237.06783061822333,79.0,16301.0,1790184005.273,1790184013.4774,0.84,1935.0,16,-420
2317,2285.7,239.31489501106077,78.37,15268.3,1790184023.5117,1790184031.6203,0.84,1935.0,16,-420
2475,2438.6,242.21465168136322,80.6,16301.0,1790184041.7968,1790184049.8014,0.845,1950.0,16,-420
2625,2562.2,242.59586896421555,80.78,15268.3,1790184059.5488,1790184067.5458,0.845,1950.0,16,-420
2782,2767.1,245.37142589496673,83.54,16301.0,1790184077.2647,1790184085.1814,0.855,1980.0,16,-420
2932,2925.0,249.4945109659955,87.66,15194.5,1790184095.0084,1790184102.7838,0.895,2115.0,15,-420
3090,3015.5,251.70648916315199,93.3,16301.0,1790184112.7758,1790184120.4811,0.92,2190.0,15,-420
