target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.5,3034.880039877074,35.17,16301.0,1790185621.5599,1790185641.5503,0.72,1215.0,39,-420
1395,1393.5,3429.1234867546386,37.43,16301.0,1790185652.208,1790185669.9416,0.72,1245.0,36,-420
1545,1543.7,3826.665042618327,39.42,16301.0,1790185680.65,1790185696.6052,0.72,1320.0,31,-420
1702,1695.0,4223.903336046034,41.56,16301.0,1790185706.9292,1790185721.315,0.72,1440.0,28,-420
1852,1845.0,4654.452258008567,46.54,16301.0,1790185731.6849,1790185744.725,0.75,1575.0,26,-420
2010,2002.0,5079.7620943672955,56.03,16301.0,1790185755.3869,1790185767.3644,0.795,1777.0,24,-420
2167,2160.0,5490.4554985040295,64.49,16301.0,1790185777.9255,1790185788.9828,0.84,1942.0,22,-420
2317,2295.0,5757.24509147375,66.4,16301.0,1790185799.4066,1790185809.9632,0.845,1942.0,20,-420
2475,2452.4,6159.664011174226,70.51,16301.0,1790185820.3222,1790185830.1879,0.845,1965.0,20,-420
2625,2583.8,6483.407485651273,75.13,16301.0,1790185840.2273,1790185849.5968,0.845,1965.0,18,-420
2782,2775.0,7020.268508362658,81.06,16301.0,1790185860.1225,1790185868.8027,0.855,1980.0,17,-420
2932,2925.0,7474.737107918242,89.8,16301.0,1790185878.9131,1790185887.0493,0.895,2122.0,17,-420
3090,3015.5,7733.269619452919,95.15,16301.0,1790185897.2061,1790185905.0558,0.92,2190.0,15,-420
