"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236.3","1230","1237","15485.7","810","16301","True","-0.7","none","59.41","10.98","67.51","41.9","43","92.8","53.11","True","1790183622.0189","1790183632.17","12.405","10.0152","10.1508","0.1356","311517296800.6045","byte/s","True","19","23","0x0000000000000001;0x0000000000000000"
"1395","1393.2","1387","1395","15440.4","810","16301","True","-1.8","none","61.22","11.53","69.47","43.6","45","93.9","54.44","True","1790183642.4516","1790183652.1461","11.862","9.5566","9.695","0.1384","326466373634.13","byte/s","True","18","22","0x0000000000000001;0x0000000000000000"
"1545","1543.1","1537","1545","15389.8","810","16301","True","-1.9","none","62.82","12.21","71.31","44.8","46","93.9","55.47","True","1790183662.3731","1790183671.6315","11.364","9.1254","9.2563","0.1308","341891908587.149","byte/s","True","17","21","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","65.9","13.84","75.03","46.2","47","97.1","57.51","True","1790183681.7547","1790183690.2625","10.251","8.3841","8.5103","0.1262","372122836932.58844","byte/s","True","16","19","0x0000000000000001;0x0000000000000000"
"1852","1840.7","1837","1845","16301","16301","16301","True","-11.3","none","71.98","25.19","79.96","47.9","49","99.3","63.02","True","1790183700.0724","1790183708.1786","10.266","8.0032","8.1064","0.1032","389834265133.8303","byte/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","15194.5","810","16301","True","-8","none","76.98","13.66","89.36","49.4","50","92.5","67.33","True","1790183718.3848","1790183726.1537","9.686","7.6673","7.7741","0.1068","406908396602.14606","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2167","2160","2160","2160","16301","16301","16301","True","-7","none","86.37","27.3","95.28","51.6","53","95.6","75.29","True","1790183736.119","1790183743.8059","9.72","7.5902","7.6883","0.0981","411045650341.2032","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2317","2289.8","2287","2302","15194.5","810","16301","True","-27.2","none","84.79","15.65","99.16","52.5","54","92.4","73.76","True","1790183753.8844","1790183761.6112","9.708","7.6225","7.7262","0.1037","409300661383.9983","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2475","2440.4","2437","2445","16301","16301","16301","False","-34.6","below","88.35","28.78","99.22","51.5","52","96.7","77.2","True","1790183771.6277","1790183779.3672","9.66","7.6252","7.7391","0.1139","409155105274.51074","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2625","2568.6","2565","2602","15194.5","810","16301","False","-56.4","below","85.61","14.34","99.52","49.9","51","92.4","74.41","True","1790183789.369","1790183797.0858","9.741","7.6177","7.7177","0.1","409559715931.3598","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2782","2762","2760","2767","16301","16301","16301","True","-20","none","89.62","29.35","100.78","49.5","50","93.5","78.28","True","1790183807.14","1790183814.8274","9.681","7.5853","7.6863","0.101","411309879822.62134","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","16315.3","16301","16501","True","-7","none","93.78","20.48","107.27","49.4","51","92.3","81.79","True","1790183824.8679","1790183832.485","9.693","7.5158","7.6155","0.0997","415113904603.694","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"3090","3015","3015","3015","16301","16301","16301","False","-75","below","101.35","38.39","112.07","50.4","51","94.8","88.41","True","1790183842.607","1790183850.2018","9.709","7.4931","7.5888","0.0958","416372492405.2284","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
