target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1236.5,250.4182326228554,48.67,15705.2,1790183336.5042,1790183350.4474,0.72,1215.0,27,-420
1395,1393.1,256.6253565911291,48.19,16301.0,1790183360.7727,1790183374.4135,0.72,1245.0,27,-420
1545,1543.3,274.2483215030862,49.13,15655.5,1790183384.4737,1790183397.2245,0.72,1320.0,25,-420
1702,1695.0,300.70614079136215,51.94,15596.9,1790183407.0286,1790183418.6379,0.72,1432.0,23,-420
1852,1845.0,342.2468395705969,57.33,16301.0,1790183428.518,1790183438.7645,0.755,1605.0,21,-420
2010,2002.0,377.1485517292659,60.92,15389.8,1790183448.9486,1790183458.1987,0.795,1777.0,18,-420
2167,2160.0,412.45348446250824,66.16,16301.0,1790183468.2865,1790183476.7715,0.84,1935.0,16,-420
2317,2298.1,412.66138591903086,68.84,16301.0,1790183486.5278,1790183495.0146,0.84,1935.0,17,-420
2475,2458.5,417.90436758480735,68.74,16301.0,1790183504.7669,1790183513.1355,0.845,1957.0,17,-420
2625,2591.7,418.899306312993,70.1,16301.0,1790183523.0147,1790183531.3608,0.845,1957.0,17,-420
2782,2775.0,434.07270047212927,69.77,16314.3,1790183541.3339,1790183549.3588,0.86,2002.0,16,-420
2932,2925.0,460.3162115751404,78.01,16301.0,1790183559.6165,1790183567.1965,0.895,2115.0,15,-420
3090,3017.0,462.65517050074754,78.91,15194.5,1790183577.4708,1790183585.034,0.92,2190.0,15,-420
