target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.7,3802.8523783684414,64.5,15816.9,1790184689.1149,1790184705.9879,0.72,1215.0,33,-420
1395,1393.6,4306.80179396158,69.7,16301.0,1790184716.0456,1790184730.9332,0.72,1252.0,30,-420
1545,1543.1,4784.505062551725,76.14,16301.0,1790184740.8627,1790184754.2516,0.72,1305.0,27,-420
1702,1695.0,5339.262781143837,79.46,16301.0,1790184764.5074,1790184776.5071,0.72,1455.0,24,-420
1852,1845.0,5840.788932052594,87.8,15526.4,1790184786.6028,1790184797.5663,0.745,1582.0,22,-420
2010,2002.0,6375.287697332874,102.25,15485.7,1790184807.5772,1790184817.614,0.795,1770.0,20,-420
2167,2160.0,6901.128424745451,118.17,16301.0,1790184827.4632,1790184836.7643,0.835,1927.0,19,-420
2317,2294.1,7286.018651590718,126.68,16301.0,1790184846.8201,1790184855.6252,0.84,1942.0,18,-420
2475,2447.6,7749.100479508048,130.56,15332.8,1790184865.6115,1790184873.8937,0.845,1972.0,16,-420
2625,2577.7,8054.888853354916,137.1,16301.0,1790184883.9116,1790184891.845,0.845,1972.0,16,-420
2782,2751.4,8674.026255874742,138.23,15194.5,1790184901.6627,1790184909.0462,0.855,1987.0,15,-420
2932,2776.4,8686.347884494975,148.23,16301.0,1790184918.8521,1790184926.2213,0.8625,2036.0,14,-420
3090,2796.3,8654.535204580296,144.23,16301.0,1790184936.0391,1790184943.4312,0.8625,2032.0,14,-420
