target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1236.1,2562.8672193142183,42.22,16301.0,1790185942.8943,1790185963.3526,0.72,1215.0,41,-420
1395,1393.4,2901.1985313170726,45.47,16301.0,1790185974.0984,1790185992.1811,0.72,1245.0,36,-420
1545,1542.9,3241.268895151222,48.61,16301.0,1790186003.0189,1790186019.2388,0.72,1320.0,32,-420
1702,1695.0,3579.045123489765,53.45,16301.0,1790186029.8312,1790186044.5148,0.72,1440.0,29,-420
1852,1845.0,3921.7343625458125,61.12,16301.0,1790186055.0792,1790186068.5084,0.745,1575.0,27,-420
2010,2002.0,4312.648901731756,72.74,16301.0,1790186079.2262,1790186091.396,0.795,1785.0,24,-420
2167,2160.0,4658.6051447257005,86.91,16301.0,1790186101.8168,1790186113.1053,0.835,1927.0,22,-420
2317,2303.2,4917.926229115668,91.81,16301.0,1790186123.2965,1790186134.0137,0.84,1942.0,21,-420
2475,2461.2,5283.87981896914,98.7,16301.0,1790186144.2655,1790186154.1967,0.845,1965.0,20,-420
2625,2602.5,5562.653096498806,102.18,16301.0,1790186164.7178,1790186174.1832,0.845,1965.0,19,-420
2782,2775.0,6019.418077126789,109.69,16301.0,1790186184.6819,1790186193.4127,0.855,1987.0,17,-420
2932,2925.0,6345.313026175492,121.23,16301.0,1790186203.9669,1790186212.2308,0.895,2122.0,16,-420
3090,3006.9,6528.3692604782345,134.08,16301.0,1790186222.7791,1790186230.8145,0.92,2190.0,16,-420
