"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236","1230","1237","16301","16301","16301","True","-1","none","50.62","14.21","55.79","38.2","39","97.6","45.83","True","1790183068.1298","1790183079.0362","12.982","10.7189","10.9071","0.1882","297791073141.62683","byte/s","True","20","24","0x0000000000000001;0x0000000000000000"
"1395","1393.4","1387","1395","16301","16301","16301","True","-1.6","none","51.05","13.28","56.5","38.6","39","97.7","45.92","True","1790183089.1565","1790183099.8411","12.429","10.5125","10.6844","0.1719","303638531341.5671","byte/s","True","20","23","0x0000000000000001;0x0000000000000000"
"1545","1542.9","1537","1545","16301","16301","16301","True","-2.1","none","52.3","14.37","58.06","39.2","40","96.6","46.72","True","1790183109.6096","1790183119.6032","11.843","9.8618","9.9969","0.1351","323674242925.5135","byte/s","True","19","22","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","54.65","20.5","59.98","40.7","41","95.3","48.83","True","1790183129.5028","1790183138.6601","11.324","9.036","9.1548","0.1189","353255387841.8672","byte/s","True","17","21","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","15332.8","810","16301","True","-7","none","57.54","12.07","66.22","42","43","93.4","50.45","True","1790183148.8555","1790183157.3427","10.24","8.3566","8.4886","0.1321","381975376565.3036","byte/s","True","16","19","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","63.36","14.51","71.13","43.8","45","96.3","55.78","True","1790183167.1567","1790183175.1612","10.194","7.8956","8.0015","0.1059","404275635330.7848","byte/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2167","2160","2160","2160","15194.5","810","16301","True","-7","none","66.67","13.94","76.11","45.4","46","92.5","58.42","True","1790183185.3942","1790183193.1623","9.701","7.6729","7.7721","0.0992","416007217464.50604","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2317","2295.5","2295","2302","16301","16301","16301","True","-21.5","none","68.31","17.74","76.63","46.4","47","95.9","59.88","True","1790183203.1249","1790183210.9054","9.714","7.6835","7.7818","0.0982","415433613845.1591","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2475","2451.6","2445","2467","15194.5","810","16301","True","-23.4","none","68.53","18.14","77.66","47.4","48","92.5","60.58","True","1790183220.9155","1790183228.6512","9.755","7.6416","7.7366","0.095","417712884551.5973","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2625","2580.4","2572","2602","16301","16301","16301","False","-44.6","below","69.06","15.02","78.24","48.4","49","92.8","60.68","True","1790183238.7144","1790183246.4417","9.669","7.6397","7.7296","0.0899","417817130892.3798","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2782","2775","2775","2775","15194.5","810","16301","True","-7","none","70.08","15.15","80.18","49.4","50","92.5","61.36","True","1790183256.3935","1790183264.1462","9.651","7.6501","7.7573","0.1072","417247953282.44025","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","16301","16301","16301","True","-7","none","78","23.43","87.44","50.9","52","95","68.78","True","1790183274.0994","1790183281.7664","9.715","7.5694","7.6644","0.095","421696100556.91595","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"3090","3015","3015","3015","15194.5","810","16301","False","-75","below","79.48","21.83","91.61","52.1","53","92.4","70.66","True","1790183291.8663","1790183299.5394","9.674","7.5784","7.6735","0.0952","421199254033.91003","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
