"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.2","1230","1237","16301","16301","16301","True","-1.8","none","75.93","16.76","86.47","44.8","46","96","67.14","True","1790184423.8182","1790184433.969","11.936","10.0164","10.1505","0.1341","3400488053105.4673","FLOP/s","True","19","22","0x0000000000000001;0x0000000000000000"
"1395","1392.8","1387","1395","16301","16301","16301","True","-2.2","none","77.56","17.05","88.92","44.9","46","95.6","68.83","True","1790184443.8114","1790184453.6952","11.92","9.7515","9.8838","0.1323","3492878174994.153","FLOP/s","True","18","22","0x0000000000000001;0x0000000000000000"
"1545","1543.7","1537","1545","16301","16301","16301","True","-1.3","none","80.39","19.93","91.86","45.4","47","95.4","70.61","True","1790184463.7981","1790184473.1983","11.314","9.2579","9.3981","0.1402","3679078674754.03","FLOP/s","True","18","21","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"1702","1695","1695","1695","15332.8","810","16301","True","-7","none","82.56","12.05","96.09","45.8","47","90.6","72.16","True","1790184483.1588","1790184491.7622","10.837","8.474","8.601","0.1269","4019428467921.102","FLOP/s","True","16","20","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"1852","1845","1845","1845","15268.3","810","16301","True","-7","none","89.16","12.27","105.39","46.7","48","93.1","77.84","True","1790184502.0324","1790184510.1401","10.256","8.0112","8.1089","0.0977","4251649970700.278","FLOP/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","103.65","16.93","119.66","48.9","50","93.6","89.35","True","1790184520.3495","1790184528.0083","9.689","7.5649","7.6615","0.0967","4502486309785.976","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2167","2160","2160","2160","15194.5","810","16301","True","-7","none","109.74","17.16","129.9","49.9","52","92.5","94.96","True","1790184538.0751","1790184545.6638","9.672","7.4914","7.5894","0.098","4546623891967.048","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2317","2278.6","2265","2302","16301","16301","16301","False","-38.4","below","114.37","24.19","130.53","50.9","53","95.1","98.88","True","1790184555.7914","1790184563.386","9.693","7.505","7.5948","0.0898","4538389045027.63","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2475","2421.1","2407","2460","16315.3","16301","16501","False","-53.9","below","111.53","14.39","132.4","51.2","53","92.5","96.74","True","1790184573.513","1790184581.165","9.746","7.5421","7.6523","0.1102","4516094468878.789","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2625","2532.5","2512","2602","16301","16301","16301","False","-92.5","below","114.77","22.76","129.71","51.6","53","94.4","99.33","True","1790184591.3186","1790184598.9893","9.672","7.5736","7.6694","0.0959","4497305133359.27","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2782","2740.6","2730","2775","15194.5","810","16301","False","-41.4","below","113.91","16.64","134.6","52","54","92.4","98.84","True","1790184609.0325","1790184616.7135","9.697","7.5849","7.6816","0.0967","4490597918953.209","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2932","2919.9","2917","2925","16301","16301","16301","True","-12.1","none","127.8","32.84","144.48","53.5","55","93.9","110.64","True","1790184626.7547","1790184634.4083","9.67","7.5538","7.6534","0.0996","4509083575127.693","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000000"
"3090","3003.1","3000","3015","16301","16301","16301","False","-86.9","below","130.08","22.04","153.03","54.4","57","92.9","113.13","True","1790184644.4728","1790184652.119","9.724","7.5502","7.6457","0.0955","4511238384694.795","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000000"
