target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1236.2,7544.35022561386,58.59,16301.0,1790372448.3084,1790372466.0671,0.72,1245.0,35,-420
1395,1387.0,8615.704860777487,64.93,16301.0,1790372476.7322,1790372492.2398,0.72,1327.0,30,-420
1545,1537.0,9561.716767374637,70.76,16301.0,1790372502.884,1790372516.8817,0.72,1455.0,27,-420
1702,1695.0,10690.766373438633,80.98,16301.0,1790372527.4842,1790372540.0137,0.755,1612.0,25,-420
1852,1845.0,11714.037197036967,98.09,16301.0,1790372550.594,1790372561.981,0.795,1785.0,22,-420
2010,2002.0,12725.919240755076,115.53,16301.0,1790372572.4514,1790372582.9451,0.84,1942.0,21,-420
2167,2149.2,13514.329958131137,119.13,16301.0,1790372593.3433,1790372603.2326,0.84,1942.0,19,-420
2317,2283.7,14248.499885350247,123.82,16301.0,1790372613.8235,1790372623.2198,0.84,1950.0,19,-420
2475,2447.9,15426.817290682633,136.46,16301.0,1790372633.6972,1790372642.381,0.845,1972.0,17,-420
2625,2581.7,16047.002422465626,144.98,16301.0,1790372652.8752,1790372661.2284,0.845,1972.0,16,-420
2782,2763.1,17761.709005268356,156.26,16301.0,1790372671.6527,1790372679.1786,0.865,2032.0,15,-420
2932,2909.0,18757.036260539036,185.12,16301.0,1790372689.3417,1790372696.474,0.905,2152.0,15,-420
3090,2913.8,18830.57047751115,179.5,16301.0,1790372706.6188,1790372713.7199,0.91,2167.0,14,-420
