"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236.6","1230","1237","16301","16301","16301","True","-0.4","none","64.88","24.6","69.48","42.3","43","98.2","56.66","True","1790366406.1095","1790366415.1223","10.854","8.8805","9.0134","0.1329","351321155187.3786","byte/s","True","17","20","0x0000000000000001;0x0000000000000000"
"1395","1392","1387","1395","15332.8","810","16301","True","-3","none","65.18","10.82","72.85","43.8","45","93.8","56.6","True","1790366425.1127","1790366433.4935","10.291","8.2535","8.3805","0.127","378010109406.77356","byte/s","True","16","19","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","16301","16301","16301","True","-8","none","67.78","12.91","75.57","45.4","46","96.5","59.01","True","1790366443.3549","1790366451.2014","9.745","7.748","7.8462","0.0982","402673550352.5032","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","75.58","26.66","82.57","47.2","48","99.1","64.42","True","1790366461.1501","1790366468.5815","9.232","7.3242","7.4324","0.1082","425972455006.38","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","15109.4","810","16301","True","-7","none","78.78","12.32","91.11","48.7","50","92.3","67.63","True","1790366478.5082","1790366485.7101","9.223","7.0809","7.1982","0.1173","440607282865.80554","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","88.23","22.25","98.13","50.8","52","94.8","75.9","True","1790366495.7824","1790366502.9961","9.234","7.1059","7.2167","0.1108","439060620884.11365","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2167","2141.2","2137","2160","15109.4","810","16301","True","-25.8","none","85.24","14.96","99.22","51.8","53","92.5","73.69","True","1790366513.0561","1790366520.2701","9.221","7.114","7.2169","0.1029","438559569919.91583","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","16301","16301","16301","True","-7","none","93.79","26.49","104.37","51.5","52","93.3","80.35","True","1790366530.2445","1790366537.4579","9.196","7.0931","7.213","0.1198","439848357749.7949","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2475","2460.5","2460","2467","15109.4","810","16301","True","-14.5","none","95.6","15.54","111.17","51.2","52","92.4","82.21","True","1790366547.578","1790366554.7939","9.191","7.0951","7.2129","0.1178","439727966571.1235","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2625","2610.5","2610","2617","16301","16301","16301","True","-14.5","none","100.78","23.91","112.61","50.9","52","95.4","87.23","True","1790366564.8106","1790366572.0311","9.17","7.0988","7.2178","0.119","439496327799.9201","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2782","2740.4","2737","2760","15194.5","810","16301","False","-41.6","below","98.87","16.2","112.87","50.5","52","92.9","84.81","True","1790366582.0375","1790366589.2532","9.175","7.099","7.2115","0.1125","439488013289.6112","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2932","2864.8","2857","2872","16301","16301","16301","False","-67.2","below","102.85","35.64","112.93","50.5","51","97.1","88.11","True","1790366599.1683","1790366606.3784","9.202","7.0992","7.2092","0.11","439475712353.6767","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"3090","2926.6","2917","2962","16301","16301","16301","False","-163.4","below","100.25","20.14","113.44","50.1","51","92.5","86.98","True","1790366616.4125","1790366623.6327","9.191","7.1011","7.2215","0.1204","439352846035.7318","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
