"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236.2","1230","1237","16301","16301","16301","True","-0.8","none","36.12","28.85","36.65","43","43","100","33.57","True","1790364877.0782","1790364895.0708","20.605","17.763","17.993","0.23","3376631053608.763","FLOP/s","True","33","38","0x0000000000000001;0x0000000000000000"
"1395","1393.1","1387","1395","16301","16301","16301","True","-1.9","none","39.49","26.68","40.32","42","42","99.1","36.19","True","1790364905.6724","1790364921.6796","18.396","15.7664","16.0075","0.2411","3804236239618.621","FLOP/s","True","30","34","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","16301","16301","16301","True","-8","none","41.26","26.73","42.27","41.9","42","97","37.46","True","1790364932.1595","1790364946.6152","16.75","14.2686","14.4551","0.1864","4203569946079.0635","FLOP/s","True","27","31","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","46.04","20.03","48.07","42.8","43","97.5","41.33","True","1790364956.8672","1790364969.9896","15.698","12.9262","13.1236","0.1974","4640121603455.587","FLOP/s","True","24","29","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","53.79","32.79","55.7","43.7","44","98.3","47.67","True","1790364980.5851","1790364992.6873","14.642","11.8986","12.1024","0.2038","5040871833142.246","FLOP/s","True","22","27","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","62.61","27.15","66.03","45.5","46","99.2","54.77","True","1790365003.2242","1790365014.3443","13.534","10.9695","11.1132","0.1437","5467814032410.2705","FLOP/s","True","20","25","0x0000000000000001;0x0000000000000000"
"2167","2145","2145","2145","16301","16301","16301","True","-22","none","65.61","26.46","68.51","46.2","47","98.1","57.25","True","1790365024.794","1790365035.2841","12.979","10.3735","10.4945","0.1209","5781943459783.066","FLOP/s","True","19","24","0x0000000000000001;0x0000000000000000"
"2317","2285.4","2280","2287","16301","16301","16301","False","-31.6","below","69.12","53.06","70.91","46.7","47","100","59.78","True","1790365045.8043","1790365055.7968","12.471","9.8577","9.9949","0.1372","6084484388833.102","FLOP/s","True","18","23","0x0000000000000001;0x0000000000000000"
"2475","2452.5","2452","2460","16301","16301","16301","True","-22.5","none","72.56","50.75","74.93","47.1","48","97.8","61.21","True","1790365066.2887","1790365075.5741","11.351","9.1419","9.2838","0.1419","6560920592138.437","FLOP/s","True","17","21","0x0000000000000001;0x0000000000000000"
"2625","2587","2587","2587","15389.8","810","16301","False","-38","below","70.85","12.78","78.87","47.4","49","93.1","62.16","True","1790365085.5969","1790365094.4827","10.885","8.7406","8.8848","0.1443","6862174325620.213","FLOP/s","True","17","20","0x0000000000000001;0x0000000000000000"
"2782","2775","2775","2775","16301","16301","16301","True","-7","none","81.2","38.99","86.15","49.1","50","100","66.95","True","1790365104.5719","1790365112.6708","10.319","7.9887","8.1039","0.1152","7507971915091.135","FLOP/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","16301","16301","16301","True","-7","none","88.83","21.59","98.05","50.5","52","95.9","76.87","True","1790365122.8553","1790365130.5345","9.72","7.5679","7.6795","0.1116","7925521208402.83","FLOP/s","True","15","18","0x0000000000000001;0x0000000000000000"
"3090","3015.5","3015","3022","15194.5","810","16301","False","-74.5","below","94.54","14.94","106.89","51.6","53","91.7","81.53","True","1790365140.5858","1790365148.0508","9.771","7.3457","7.4599","0.1142","8165195783081.895","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000000"
