"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.8","1230","1237","16301","16301","16301","True","-1.2","none","64.55","12.99","70.88","44.5","45","97.8","56.49","True","1790362947.3086","1790362956.375","10.85","8.908","9.0626","0.1547","350237546281.0668","byte/s","True","17","20","0x0000000000000001;0x0000000000000000"
"1395","1393","1387","1395","16301","16301","16301","True","-2","none","67.68","19.16","73.79","44.2","45","95.7","58.88","True","1790362966.217","1790362974.652","10.283","8.2842","8.4339","0.1497","376608356254.59467","byte/s","True","16","19","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","15194.5","810","16301","True","-8","none","66.94","12.31","75.92","43.8","45","92.9","58.64","True","1790362984.4672","1790362992.3406","9.759","7.7694","7.8757","0.1063","401562440660.622","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","73.67","12.18","82.9","44.5","45","93.8","62.9","True","1790363002.3605","1790363009.8031","9.198","7.3413","7.4409","0.0996","424980097669.2092","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","15109.4","810","16301","True","-7","none","79.75","13.5","90.82","45.2","46","92.3","68.87","True","1790363019.5099","1790363026.6932","9.18","7.0872","7.1834","0.0962","440214759540.98895","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","87.78","21.56","97.73","46","47","93.8","75.47","True","1790363036.7477","1790363043.9501","9.216","7.0895","7.2062","0.1166","440071211855.0814","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2167","2131.7","2130","2145","15109.4","810","16301","False","-35.3","below","84.11","15.08","97.9","46.1","47","92.3","72.57","True","1790363054.0684","1790363061.2893","9.23","7.1117","7.2173","0.1055","438699159646.6439","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2317","2253.3","2250","2265","16301","16301","16301","False","-63.7","below","85.95","13.41","98.07","46.2","47","92.7","73.82","True","1790363071.3703","1790363078.5986","9.207","7.1187","7.2247","0.1061","438272197358.58716","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2475","2425.6","2415","2460","15109.4","810","16301","False","-49.4","below","86.41","15.72","99.19","46.3","47","89.2","74.4","True","1790363088.6114","1790363095.8476","9.228","7.1186","7.2402","0.1216","438274499967.2616","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2625","2549.8","2542","2580","16301","16301","16301","False","-75.2","below","88.36","17.25","99.56","46.6","48","96","75.8","True","1790363105.7975","1790363113.0338","9.186","7.123","7.2309","0.1079","438004299589.99475","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2782","2761.2","2760","2775","15109.4","810","16301","True","-20.8","none","87.54","16.97","101.17","46.8","48","92.3","75.96","True","1790363123.0224","1790363130.2442","9.215","7.119","7.2203","0.1013","438249868236.6993","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","16301","16301","16301","True","-7","none","96.88","23.4","108.4","47.9","49","95.5","83.94","True","1790363140.2885","1790363147.491","9.225","7.1005","7.204","0.1035","439394476609.8399","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"3090","3015.5","3015","3022","15109.4","810","16301","False","-74.5","below","102.48","18.98","113.39","48.2","50","89.5","88.16","True","1790363157.6538","1790363164.8524","9.226","7.0965","7.1988","0.1023","439642796468.76636","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
