target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1236.2,3376.631053608763,36.12,16301.0,1790364877.0782,1790364895.0708,0.72,1245.0,36,-420
1395,1393.1,3804.2362396186213,39.49,16301.0,1790364905.6724,1790364921.6796,0.72,1350.0,32,-420
1545,1537.0,4203.569946079064,41.26,16301.0,1790364932.1595,1790364946.6152,0.725,1470.0,29,-420
1702,1695.0,4640.121603455587,46.04,16301.0,1790364956.8672,1790364969.9896,0.76,1605.0,26,-420
1852,1845.0,5040.871833142246,53.79,16301.0,1790364980.5851,1790364992.6873,0.795,1777.0,24,-420
2010,2002.0,5467.814032410271,62.61,16301.0,1790365003.2242,1790365014.3443,0.84,1942.0,22,-420
2167,2145.0,5781.943459783067,65.61,16301.0,1790365024.794,1790365035.2841,0.845,1942.0,21,-420
2317,2285.4,6084.484388833102,69.12,16301.0,1790365045.8043,1790365055.7968,0.84,1942.0,20,-420
2475,2452.5,6560.920592138436,72.56,16301.0,1790365066.2887,1790365075.5741,0.845,1965.0,19,-420
2625,2587.0,6862.174325620213,70.85,15389.8,1790365085.5969,1790365094.4827,0.845,1965.0,18,-420
2782,2775.0,7507.971915091135,81.2,16301.0,1790365104.5719,1790365112.6708,0.855,1980.0,16,-420
2932,2925.0,7925.52120840283,88.83,16301.0,1790365122.8553,1790365130.5345,0.895,2122.0,16,-420
3090,3015.5,8165.195783081895,94.54,15194.5,1790365140.5858,1790365148.0508,0.92,2190.0,15,-420
