target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1236.1,8368.111005685954,61.06,16301.0,1790365498.1299,1790365514.1325,0.72,1245.0,32,-420
1395,1387.0,9468.864832409776,66.41,16301.0,1790365524.6249,1790365538.7649,0.72,1327.0,28,-420
1545,1537.0,10461.625095740748,74.13,16301.0,1790365549.3115,1790365562.1746,0.72,1455.0,26,-420
1702,1695.0,11584.830082098986,84.5,16301.0,1790365572.5336,1790365584.0743,0.755,1612.0,23,-420
1852,1845.0,12603.325022031577,102.47,16301.0,1790365594.4971,1790365605.1268,0.795,1792.0,21,-420
2010,2002.0,13680.43324244122,119.96,16301.0,1790365615.5388,1790365625.3371,0.84,1942.0,20,-420
2167,2160.0,14513.593224868882,128.32,16301.0,1790365636.0671,1790365645.2992,0.84,1950.0,19,-420
2317,2305.5,15368.58481013488,136.21,16301.0,1790365655.9045,1790365664.6339,0.84,1950.0,17,-420
2475,2467.0,16618.247294128516,145.15,16301.0,1790365674.7768,1790365682.8137,0.845,1972.0,17,-420
2625,2611.5,17434.69841365131,152.65,16301.0,1790365693.0927,1790365700.7698,0.845,1972.0,15,-420
2782,2775.0,19082.350177454744,167.49,16301.0,1790365710.9672,1790365718.0105,0.865,2032.0,14,-420
2932,2867.9,19655.5470093327,179.73,16301.0,1790365728.1191,1790365734.9484,0.89,2122.0,14,-420
3090,2862.2,19630.259526146103,181.71,16301.0,1790365745.5112,1790365752.3316,0.8875,2122.0,14,-420
