"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1233.9","1230","1237","15440.4","810","16301","True","-3.1","none","52.16","10.85","58.98","42.9","43","89.8","46.86","True","1790369279.0782","1790369288.963","11.904","9.738","9.8876","0.1496","327787387078.1263","byte/s","True","18","22","0x0000000000000001;0x0000000000000000"
"1395","1393","1387","1395","15332.8","810","16301","True","-2","none","55.1","11.69","61.01","42.8","43","93.8","48.98","True","1790369298.9688","1790369307.7811","10.859","8.6735","8.8097","0.1362","368015899578.087","byte/s","True","16","20","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","16301","16301","16301","True","-8","none","56.6","11.17","63.31","41.9","42","93.4","49.9","True","1790369317.8614","1790369326.1418","10.304","8.132","8.2811","0.1491","392521395121.2436","byte/s","True","15","19","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","62.01","12.63","69.03","41.8","42","94.3","54.37","True","1790369336.307","1790369344.0514","9.741","7.6309","7.7427","0.1118","418300297285.5825","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","15194.5","810","16301","True","-7","none","65.8","13.07","72.03","41.8","42","90.1","56.75","True","1790369354.0843","1790369361.5709","9.202","7.3798","7.4878","0.108","432530646158.16693","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","68.74","16.06","77.17","42.5","43","93.1","59.75","True","1790369371.3336","1790369378.6708","9.208","7.22","7.3421","0.122","442102550534.4254","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2167","2130.5","2130","2137","15194.5","810","16301","False","-36.5","below","70.17","13","77.4","42.3","43","89.9","60.11","True","1790369388.5861","1790369395.9254","9.239","7.2208","7.342","0.1212","442059330622.0114","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2317","2256.1","2250","2272","15194.5","810","16301","False","-60.9","below","68.34","13.04","77.6","42.3","43","92.9","58.61","True","1790369405.8984","1790369413.23","9.174","7.2253","7.3253","0.1","441782590538.631","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2475","2432.6","2430","2460","15194.5","810","16301","False","-42.4","below","71.16","14.28","78.06","42.2","43","89.4","61.21","True","1790369423.1077","1790369430.4334","9.171","7.2134","7.3218","0.1084","442507810428.9586","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2625","2551.5","2542","2587","16301","16301","16301","False","-73.5","below","70.54","18.18","78.3","42.5","43","95.9","60.88","True","1790369440.252","1790369447.577","9.176","7.2125","7.3262","0.1137","442566292187.69366","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2782","2775","2775","2775","15194.5","810","16301","True","-7","none","70.91","14.96","80.22","42.6","43","91.9","61.1","True","1790369457.5774","1790369464.8757","9.206","7.1941","7.2997","0.1056","443694136777.8481","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","16301","16301","16301","True","-7","none","76.82","17.24","86.24","43.1","44","93.5","66.26","True","1790369474.8192","1790369482.0778","9.206","7.1517","7.2578","0.106","446325599334.6152","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"3090","3016.1","3015","3022","15585.6","7001","16301","False","-73.9","below","79.87","22.24","89.72","43.6","44","92.4","69.99","True","1790369492.0051","1790369499.2544","9.157","7.1421","7.2495","0.1074","446925647197.66864","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
