target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.8,198.14668211279928,60.73,16301.0,1790366660.6802,1790366670.4922,0.72,1245.0,19,-420
1395,1392.6,212.93523797763407,62.07,16301.0,1790366680.8083,1790366689.979,0.72,1342.0,18,-420
1545,1537.0,226.14979920463972,64.22,15332.8,1790366700.2047,1790366708.8209,0.72,1462.0,18,-420
1702,1695.0,238.94645301438106,66.88,15268.3,1790366719.0416,1790366727.1747,0.76,1612.5,16,-420
1852,1845.0,247.7494083285545,75.38,16301.0,1790366737.2586,1790366745.1028,0.795,1770.0,15,-420
2010,2002.0,253.965468188701,78.64,15194.5,1790366755.0366,1790366762.6995,0.84,1935.0,15,-420
2167,2152.6,256.5636362586185,82.59,16301.0,1790366772.8049,1790366780.3975,0.845,1950.0,15,-420
2317,2310.0,260.3489295460374,85.42,15194.5,1790366790.5679,1790366798.0236,0.885,2085.0,15,-420
2475,2460.5,262.9010590138584,91.35,16301.0,1790366807.8966,1790366815.2898,0.915,2175.0,14,-420
2625,2607.7,264.3322911621276,90.61,15194.5,1790366825.0537,1790366832.4138,0.92,2190.0,15,-420
2782,2733.1,265.4951489052495,93.78,16301.0,1790366842.3611,1790366849.6902,0.92,2190.0,14,-420
2932,2855.6,266.47236623360374,92.82,15194.5,1790366859.5358,1790366866.8433,0.92,2190.0,14,-420
3090,2916.3,266.7796096441628,97.2,16301.0,1790366876.7562,1790366884.0456,0.92,2190.0,15,-420
