target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.7,179.28144756567326,56.94,16301.0,1790370070.9058,1790370081.7678,0.72,1245.0,22,-420
1395,1389.5,192.55484641277386,60.12,16301.0,1790370091.7814,1790370101.8543,0.72,1342.0,20,-420
1545,1537.0,207.52218747644724,59.92,15440.4,1790370111.6791,1790370121.0411,0.72,1462.0,19,-420
1702,1695.0,220.7910352198892,65.31,15389.8,1790370131.0455,1790370139.8624,0.76,1627.0,17,-420
1852,1845.0,230.15948490771274,72.85,16301.0,1790370149.8116,1790370158.258,0.795,1770.0,17,-420
2010,2002.0,235.69910857118424,77.69,15332.8,1790370168.5456,1790370176.8045,0.84,1935.0,17,-420
2167,2131.4,237.3047913237046,79.83,15268.3,1790370186.7597,1790370194.9604,0.84,1935.0,17,-420
2317,2253.3,239.43561120855222,79.07,16314.3,1790370205.0109,1790370213.1149,0.84,1935.0,16,-420
2475,2425.6,242.18095589237015,80.0,15268.3,1790370223.2291,1790370231.2392,0.845,1950.0,16,-420
2625,2545.3,243.78927366654452,82.81,16301.0,1790370241.3595,1790370249.3132,0.845,1957.0,16,-420
2782,2766.1,246.17394056167274,82.32,15681.0,1790370259.2152,1790370267.1052,0.855,1980.0,15,-420
2932,2925.0,249.22808885486364,89.96,16301.0,1790370276.8233,1790370284.6068,0.895,2115.0,15,-420
3090,3015.5,251.19481194576807,91.47,15681.0,1790370294.6622,1790370302.4053,0.92,2190.0,15,-420
