"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.8","1230","1237","16301","16301","16301","True","-1.2","none","43.69","21.62","45.06","41.4","42","98","40.28","True","1790365185.9519","1790365204.3253","21.147","18.1156","18.3704","0.2548","2859532068696.9824","FLOP/s","True","34","39","0x0000000000000001;0x0000000000000000"
"1395","1392.3","1387","1395","16301","16301","16301","True","-2.7","none","46.89","16.45","48.5","41.9","42","100","42.73","True","1790365215.04","1790365231.3525","18.988","16.0578","16.3132","0.2554","3225975840030.008","FLOP/s","True","30","35","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","16301","16301","16301","True","-8","none","51.42","35.94","52.94","42.7","43","100","46.56","True","1790365242.0514","1790365256.8025","17.365","14.5348","14.7489","0.2142","3564013713866.7583","FLOP/s","True","27","32","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","61.03","26.42","63.66","44.3","45","99.2","54.34","True","1790365267.3065","1790365280.6853","15.681","13.1617","13.3794","0.2177","3935817984223.2534","FLOP/s","True","25","29","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","71.11","41.24","73.58","46.1","47","98.2","62.54","True","1790365291.1016","1790365303.4408","14.664","12.1052","12.3438","0.2386","4279340927069.4165","FLOP/s","True","23","27","0x0000000000000001;0x0000000000000004;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","83.13","29.66","87.91","48.2","49","99.7","72","True","1790365313.7805","1790365325.1312","13.573","11.1647","11.3511","0.1864","4639827342844.95","FLOP/s","True","21","25","0x0000000000000001;0x0000000000000000"
"2167","2156","2145","2160","16301","16301","16301","True","-10.9","none","87.93","23.52","92.67","49.2","50","98.6","75.72","True","1790365335.3821","1790365346.0704","13.047","10.5241","10.6876","0.1636","4922250833041.605","FLOP/s","True","20","24","0x0000000000000001;0x0000000000000000"
"2317","2300.4","2295","2302","16301","16301","16301","True","-16.6","none","93.06","58.23","96.43","50.5","52","98.8","79.58","True","1790365356.4556","1790365366.5862","12.51","9.9783","10.1341","0.1558","5191497098337.33","FLOP/s","True","18","23","0x0000000000000001;0x0000000000000000"
"2475","2467","2467","2467","16301","16301","16301","True","-8","none","101.17","58.15","105.41","51.8","53","98.4","85.62","True","1790365376.9821","1790365386.3496","11.921","9.2231","9.3639","0.1408","5616562153730.951","FLOP/s","True","17","22","0x0000000000000001;0x0000000000000000"
"2625","2610","2610","2610","16301","16301","16301","True","-15","none","104.16","62.14","109.15","52.5","54","96.3","86.98","True","1790365396.9356","1790365405.877","11.378","8.7994","8.9431","0.1438","5887040226832.7705","FLOP/s","True","16","21","0x0000000000000001;0x0000000000000000"
"2782","2775","2775","2775","16301","16301","16301","True","-7","none","113.19","82.3","117.5","54","55","97.3","93.18","True","1790365416.2592","1790365424.4371","10.276","8.0655","8.1785","0.113","6422653762276.398","FLOP/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","16301","16301","16301","True","-7","none","123.37","45.91","133.72","56.6","58","100","101.03","True","1790365434.6466","1790365442.4164","10.258","7.6614","7.7727","0.1112","6761418524140.253","FLOP/s","True","14","19","0x0000000000000001;0x0000000000000000"
"3090","2991.1","2977","3015","16301","16301","16301","False","-98.9","below","138.69","85.73","145.35","58.1","60","95.9","112.53","True","1790365452.863","1790365460.4639","9.755","7.4873","7.5996","0.1123","6918670685966.684","FLOP/s","True","14","18","0x0000000000000001;0x0000000000000000"
