"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.6","1230","1237","15858.4","810","16301","True","-1.4","none","51.05","10.54","54.33","45.8","46","95.3","47.87","True","1790368027.0583","1790368045.5588","20.591","18.214","18.5007","0.2868","4637126385268.004","FLOP/s","True","35","38","0x0000000000000001;0x0000000000000000"
"1395","1392.6","1387","1395","16301","16301","16301","True","-2.4","none","57.92","34.23","59.59","46.2","47","98","52.47","True","1790368055.7532","1790368072.1635","18.411","16.1599","16.4123","0.2524","5226558651542.476","FLOP/s","True","30","34","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","15747.8","810","16301","True","-8","none","61.32","11.17","64.87","46.4","47","96.4","56.55","True","1790368082.1178","1790368096.9496","16.768","14.6242","14.8328","0.2087","5775411608369.275","FLOP/s","True","28","31","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","70.17","11.57","76.07","47.4","48","93.4","64.33","True","1790368106.897","1790368120.3489","15.77","13.2456","13.4517","0.2061","6376482270886.147","FLOP/s","True","25","29","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","82.93","13.23","89.59","49.2","51","95","75.35","True","1790368130.7142","1790368143.0771","14.68","12.1807","12.3598","0.1791","6933967988751.612","FLOP/s","True","23","27","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","15563.3","810","16301","True","-8","none","94.97","13.08","106.04","51.2","53","94.1","85.55","True","1790368153.5137","1790368164.9048","13.556","11.2263","11.3898","0.1635","7523450295987.451","FLOP/s","True","21","25","0x0000000000000001;0x0000000000000000"
"2167","2160","2160","2160","15526.4","810","16301","True","-7","none","103.11","13.19","111.63","52.7","54","95","92.3","True","1790368175.1252","1790368185.8802","13.046","10.5714","10.7578","0.1863","7989509599299.698","FLOP/s","True","20","24","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","16301","16301","16301","True","-7","none","118.05","23.4","129","55.6","57","96.8","104.6","True","1790368196.1323","1790368206.025","11.963","9.7301","9.8898","0.1597","8680317420524.454","FLOP/s","True","18","22","0x0000000000000001;0x0000000000000000"
"2475","2467","2467","2467","16301","16301","16301","True","-8","none","133.34","16.83","147.08","58.5","60","95.1","116.87","True","1790368216.1891","1790368225.4906","11.406","9.1528","9.3051","0.1523","9227840847197.115","FLOP/s","True","18","21","0x0000000000000001;0x0000000000000000"
"2625","2617","2617","2617","16301","16301","16301","True","-8","none","142.46","20.24","159.12","60","62","92.3","123.87","True","1790368235.6511","1790368244.4502","10.852","8.6289","8.7988","0.1699","9788077165190.748","FLOP/s","True","17","20","0x0000000000000001;0x0000000000000000"
"2782","2772.6","2760","2775","15332.8","810","16301","True","-9.4","none","142.58","16.01","166.25","60.4","64","94","123.13","True","1790368254.5365","1790368262.8607","10.273","8.2325","8.3273","0.0948","10259385648130.344","FLOP/s","True","16","19","0x0000000000000001;0x0000000000000000"
"2932","2913.1","2887","2917","16301","16301","16301","True","-18.9","none","151.83","16.32","172.4","61.7","65","87.4","132","True","1790368272.861","1790368280.8734","10.346","7.8997","8.0074","0.1078","10691668203018.508","FLOP/s","True","15","19","0x0000000000000001;0x0000000000000000"
"3090","2963.3","2955","2985","16301","16301","16301","False","-126.7","below","158.76","32.04","175.54","63.4","65","93.8","135.4","True","1790368291.1665","1790368299.076","9.765","7.7954","7.9035","0.1081","10834676472307.24","FLOP/s","True","15","18","0x0000000000000001;0x0000000000000000"
