"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1236.2","1230","1237","16301","16301","16301","True","-0.8","none","44.39","27.6","45.54","42.2","43","99.4","40.92","True","1790368645.2571","1790368663.6226","21.062","18.1102","18.3608","0.2506","2860386129787.534","FLOP/s","True","34","39","0x0000000000000001;0x0000000000000000"
"1395","1392.6","1387","1395","16301","16301","16301","True","-2.4","none","47.06","24.73","48.72","42.6","43","97.6","42.93","True","1790368674.3258","1790368690.6318","18.889","16.0544","16.3007","0.2463","3226656121956.2764","FLOP/s","True","30","35","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","16301","16301","16301","True","-8","none","51.07","30.04","53.24","43.1","44","98.9","46.22","True","1790368701.1986","1790368715.9555","17.27","14.5328","14.7576","0.2248","3564499533122.069","FLOP/s","True","27","32","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","16301","16301","16301","True","-7","none","61.64","25.93","63.83","44.7","45","99.8","54.85","True","1790368726.3686","1790368739.7405","15.667","13.1627","13.375","0.2123","3935525101028.875","FLOP/s","True","25","29","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","71.35","42.49","73.75","46.3","47","96.2","62.65","True","1790368750.0446","1790368762.3518","14.585","12.1058","12.3016","0.1958","4279134555796.7993","FLOP/s","True","23","27","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","83.94","40.39","87.98","48.4","50","98","72.74","True","1790368772.6529","1790368784.0062","13.515","11.1649","11.35","0.1852","4639742690486.095","FLOP/s","True","21","25","0x0000000000000001;0x0000000000000000"
"2167","2160","2160","2160","16301","16301","16301","True","-7","none","88.23","31.01","94.15","50.1","51","98.5","76.07","True","1790368794.2839","1790368804.887","13.006","10.4036","10.5972","0.1936","4979240684244.953","FLOP/s","True","19","24","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","16301","16301","16301","True","-7","none","99.31","34.32","106.08","52.1","53","100","84.21","True","1790368815.3051","1790368825.0986","11.951","9.6656","9.7929","0.1273","5359453039271.647","FLOP/s","True","18","22","0x0000000000000001;0x0000000000000000"
"2475","2467","2467","2467","16301","16301","16301","True","-8","none","111.84","36.13","120.07","54.2","55","100","93.66","True","1790368835.2828","1790368844.5093","11.418","9.0965","9.2255","0.129","5694712447684.282","FLOP/s","True","17","21","0x0000000000000001;0x0000000000000000"
"2625","2617","2617","2617","16301","16301","16301","True","-8","none","120.21","51.03","128.41","55.8","57","99.2","99.31","True","1790368854.6503","1790368863.3526","10.83","8.5811","8.7022","0.1211","6036791751904.913","FLOP/s","True","16","20","0x0000000000000001;0x0000000000000000"
"2782","2769.7","2767","2775","16301","16301","16301","True","-12.3","none","126.78","59.65","135","57.1","58","100","105","True","1790368873.5861","1790368881.9032","10.844","8.1883","8.3185","0.1303","6326393691353.46","FLOP/s","True","15","20","0x0000000000000001;0x0000000000000000"
"2932","2915","2887","2917","16301","16301","16301","True","-17","none","127.1","26.05","140.71","57.8","60","96.5","110.37","True","1790368892.3625","1790368900.3315","10.28","7.8475","7.9709","0.1234","6601062134354.958","FLOP/s","True","15","19","0x0000000000000001;0x0000000000000000"
"3090","2965.9","2955","2992","16301","16301","16301","False","-124.1","below","133.46","43.55","142.34","58.8","60","100","108.4","True","1790368910.6968","1790368918.5519","10.316","7.747","7.8501","0.1031","6686728359726.994","FLOP/s","True","14","19","0x0000000000000001;0x0000000000000000"
