target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1234.9,1691.272815916624,70.18,15526.4,1790370339.3299,1790370349.612,0.72,1245.0,20,-420
1395,1391.9,1831.3762279227237,73.07,15440.4,1790370359.6723,1790370369.159,0.72,1312.0,19,-420
1545,1537.0,1982.12282263863,77.1,16312.8,1790370379.0883,1790370387.8512,0.72,1440.0,17,-420
1702,1695.0,2150.890040728495,86.46,16301.0,1790370397.9114,1790370405.9697,0.755,1608.5,16,-420
1852,1845.0,2262.8935846365803,93.92,15268.3,1790370416.1927,1790370423.8615,0.795,1785.0,15,-420
2010,2002.0,2284.3174984555226,105.38,15194.5,1790370433.865,1790370441.4601,0.84,1935.0,15,-420
2167,2129.7,2269.1884488901933,104.05,16314.3,1790370451.5664,1790370459.2101,0.84,1935.0,15,-420
2317,2252.4,2262.308246341211,101.86,15194.5,1790370469.1886,1790370476.8589,0.84,1942.0,15,-420
2475,2422.3,2262.8464411217883,106.01,16301.0,1790370487.0724,1790370494.7273,0.845,1957.0,16,-420
2625,2540.2,2267.319288545275,104.29,15636.7,1790370504.6881,1790370512.3286,0.845,1957.0,15,-420
2782,2757.0,2277.912297403026,111.04,16301.0,1790370522.4004,1790370530.0051,0.855,1987.0,15,-420
2932,2921.0,2300.0245227365826,116.84,16315.3,1790370540.0946,1790370547.6253,0.895,2115.0,15,-420
3090,3010.4,2307.3344694913453,127.82,16301.0,1790370557.8211,1790370565.3287,0.92,2182.0,15,-420
