"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.8","1230","1237","15858.4","810","16301","True","-1.2","none","63.07","10.6","67.07","45.6","46","95.2","58.94","True","1790367717.4786","1790367735.9474","20.531","18.157","18.4694","0.3124","4449975805492.759","FLOP/s","True","35","38","0x0000000000000001;0x0000000000000000"
"1395","1392.4","1387","1395","16301","16301","16301","True","-2.6","none","69.54","13.94","73.75","46.2","47","96","64.54","True","1790367746.0901","1790367762.4765","18.429","16.1138","16.3875","0.2737","5014225500918.333","FLOP/s","True","31","34","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","16301","16301","16301","True","-8","none","75.26","23.31","79.42","46.9","48","98.4","69.31","True","1790367772.4587","1790367787.302","16.81","14.5942","14.8454","0.2512","5536339314417.311","FLOP/s","True","28","31","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","15681.4","810","16301","True","-7","none","83.27","13.09","90.82","48","49","92.7","75.99","True","1790367797.3099","1790367810.7672","15.214","13.2155","13.4574","0.2419","6113909913410.68","FLOP/s","True","25","28","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","95.41","14.76","105.47","50.1","51","96.6","87.07","True","1790367820.6454","1790367833.6485","15.128","12.8046","12.9975","0.1928","6310078770732.672","FLOP/s","True","24","28","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","15563.3","810","16301","True","-8","none","111.2","16.3","123.57","52.3","54","92","100.35","True","1790367843.8193","1790367855.2159","13.534","11.2031","11.399","0.1959","7212139427447.678","FLOP/s","True","21","25","0x0000000000000001;0x0000000000000000"
"2167","2158.8","2152","2160","15526.4","810","16301","True","-8.2","none","115.32","16.57","129.49","53.6","56","91","103.66","True","1790367865.3857","1790367876.1268","13.032","10.5597","10.7395","0.1798","7651566247851.184","FLOP/s","True","20","24","0x0000000000000001;0x0000000000000000"
"2317","2310","2310","2310","15440.4","810","16301","True","-7","none","135.87","18.28","148.21","56.2","59","91.2","120.65","True","1790367886.4466","1790367896.2778","11.967","9.7086","9.8365","0.1279","8322343846081.275","FLOP/s","True","18","22","0x0000000000000001;0x0000000000000000"
"2475","2467","2467","2467","15389.8","810","16301","True","-8","none","148.46","21.36","167.04","58.9","62","90.8","131.14","True","1790367906.3896","1790367915.6774","11.414","9.1455","9.2854","0.1399","8834735496853.14","FLOP/s","True","17","21","0x0000000000000001;0x0000000000000000"
"2625","2617","2617","2617","15332.8","810","16301","True","-8","none","155.49","21.51","178.6","60.4","63","88.9","136.61","True","1790367925.8378","1790367934.6243","10.795","8.622","8.7852","0.1633","9371198480384.201","FLOP/s","True","16","20","0x0000000000000001;0x0000000000000000"
"2782","2758.8","2737","2767","16313.5","16301","16501","True","-23.2","none","165.03","22.33","186.84","62.1","65","93.6","142.7","True","1790367944.7641","1790367953.1643","10.329","8.2671","8.3997","0.1326","9773411136132.494","FLOP/s","True","16","19","0x0000000000000001;0x0000000000000000"
"2932","2800.2","2730","2902","16301","16301","16301","False","-131.8","below","167.91","23.73","186.38","62.6","65","95.1","145.17","True","1790367963.148","1790367971.5195","10.311","8.2334","8.3737","0.1402","9813451606210.357","FLOP/s","True","16","19","0x0000000000000001;0x0000000000000000"
"3090","2824.3","2745","2977","15332.8","810","16301","False","-265.7","below","168.64","22.94","187.44","62.2","65","90","145.8","True","1790367981.4917","1790367989.8546","10.304","8.2247","8.364","0.1393","9823872163533.973","FLOP/s","True","16","19","0x0000000000000001;0x0000000000000000"
