target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.5,3051.917512435418,35.63,16301.0,1790371801.6829,1790371821.604,0.72,1245.0,40,-420
1395,1393.3,3467.5536286084944,38.41,16301.0,1790371832.2058,1790371849.7225,0.72,1342.0,35,-420
1545,1537.0,3848.8977665949615,40.59,16301.0,1790371860.443,1790371876.2717,0.72,1462.0,32,-420
1702,1695.0,4288.42392572655,45.55,16301.0,1790371886.6657,1790371900.8053,0.76,1605.0,29,-420
1852,1845.0,4698.923871977113,52.57,16301.0,1790371911.2451,1790371924.1749,0.795,1777.0,26,-420
2010,2002.0,5100.861998116007,62.85,16301.0,1790371934.8192,1790371946.7397,0.84,1942.0,24,-420
2167,2139.3,5385.839338340896,64.35,16301.0,1790371957.4548,1790371968.7287,0.84,1942.0,23,-420
2317,2274.0,5671.049671330857,67.08,16301.0,1790371978.8016,1790371989.5085,0.84,1942.0,21,-420
2475,2447.6,5941.64947674845,68.64,16301.0,1790371999.7731,1790372009.9976,0.845,1965.0,20,-420
2625,2573.8,6379.7043927526265,72.7,16301.0,1790372020.6112,1790372030.1459,0.845,1965.0,19,-420
2782,2775.0,7010.403816631044,80.82,16301.0,1790372040.3199,1790372049.0092,0.855,1980.0,18,-420
2932,2925.0,7447.578914087836,88.59,16301.0,1790372059.1631,1790372067.3098,0.895,2122.0,16,-420
3090,3015.5,7675.855074417585,94.46,16301.0,1790372077.3233,1790372085.238,0.92,2190.0,16,-420
