target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.8,350.2375462810668,64.55,16301.0,1790362947.3086,1790362956.375,0.72,1245.0,18,-420
1395,1393.0,376.60835625459464,67.68,16301.0,1790362966.217,1790362974.652,0.72,1320.0,17,-420
1545,1537.0,401.56244066062203,66.94,15194.5,1790362984.4672,1790362992.3406,0.72,1440.0,16,-420
1702,1695.0,424.9800976692092,73.67,16301.0,1790363002.3605,1790363009.8031,0.755,1605.0,15,-420
1852,1845.0,440.21475954098895,79.75,15109.4,1790363019.5099,1790363026.6932,0.795,1777.0,15,-420
2010,2002.0,440.0712118550814,87.78,16301.0,1790363036.7477,1790363043.9501,0.84,1938.5,14,-420
2167,2131.7,438.6991596466439,84.11,15109.4,1790363054.0684,1790363061.2893,0.84,1935.0,15,-420
2317,2253.3,438.27219735858716,85.95,16301.0,1790363071.3703,1790363078.5986,0.84,1935.0,14,-420
2475,2425.6,438.2744999672616,86.41,15109.4,1790363088.6114,1790363095.8476,0.845,1957.0,15,-420
2625,2549.8,438.00429958999473,88.36,16301.0,1790363105.7975,1790363113.0338,0.845,1957.0,14,-420
2782,2761.2,438.2498682366993,87.54,15109.4,1790363123.0224,1790363130.2442,0.86,1980.0,15,-420
2932,2925.0,439.3944766098399,96.88,16301.0,1790363140.2885,1790363147.491,0.895,2115.0,14,-420
3090,3015.5,439.64279646876633,102.48,15109.4,1790363157.6538,1790363164.8524,0.92,2190.0,15,-420
