"target_frequency_mhz","achieved_frequency_avg","achieved_frequency_min","achieved_frequency_max","memory_clock_avg_mhz","memory_clock_min_mhz","memory_clock_max_mhz","lock_held","lock_miss_mhz","lock_miss_direction","power_avg_w","power_min_w","power_max_w","temperature_avg_c","temperature_max_c","utilization_avg_pct","power_avg_process_w","power_window_applied","window_start_unix","window_end_unix","workload_seconds","bench_seconds","bench_wall_seconds","bench_monitoring_s","bench_throughput","bench_throughput_unit","bench_ok","samples","samples_process","throttle_masks_seen"
"1237","1235.7","1230","1237","16301","16301","16301","True","-1.3","none","50.46","13.12","54.01","40.6","41","97.7","45.68","True","1790362679.2874","1790362691.1308","14.091","11.6699","11.8359","0.1661","295118923242.94934","byte/s","True","22","26","0x0000000000000001;0x0000000000000000"
"1395","1393","1387","1395","15526.4","810","16301","True","-2","none","51.39","10.57","56.45","41.8","43","95","46.49","True","1790362701.4827","1790362712.3835","13.013","10.7335","10.899","0.1655","320864065686.9921","byte/s","True","20","24","0x0000000000000001;0x0000000000000000"
"1545","1537","1537","1537","15485.7","810","16301","True","-8","none","53.17","11.27","58.35","43.2","44","94.7","47.86","True","1790362722.5099","1790362732.7448","12.419","10.0629","10.2366","0.1737","342247992537.5889","byte/s","True","19","23","0x0000000000000001;0x0000000000000000"
"1702","1695","1695","1695","15389.8","810","16301","True","-7","none","58.13","12.05","64.31","44.6","45","94.1","51.67","True","1790362742.9913","1790362752.171","11.365","9.0251","9.1742","0.1491","381601658837.1321","byte/s","True","17","21","0x0000000000000001;0x0000000000000000"
"1852","1845","1845","1845","16301","16301","16301","True","-7","none","63.65","12.72","71.07","45.9","47","93.6","55.98","True","1790362762.3878","1790362770.6672","10.276","8.1362","8.2837","0.1476","423294839272.65015","byte/s","True","15","19","0x0000000000000001;0x0000000000000000"
"2010","2002","2002","2002","16301","16301","16301","True","-8","none","71.34","22","78.2","47.5","48","94.6","61.9","True","1790362780.7182","1790362788.2558","9.727","7.428","7.5392","0.1112","463652036308.7645","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2167","2151.5","2145","2152","15194.5","810","16301","True","-15.5","none","69.57","13.68","78.5","48.4","49","93","60.76","True","1790362798.4272","1790362805.9787","9.738","7.4509","7.5556","0.1047","462227410812.96136","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2317","2293.9","2280","2295","16301","16301","16301","True","-23.1","none","71.21","16.59","78.93","49.4","50","96.7","62.09","True","1790362816.3086","1790362823.8875","9.747","7.4604","7.5777","0.1172","461635267604.9534","byte/s","True","14","18","0x0000000000000001;0x0000000000000000"
"2475","2463.5","2460","2467","15194.5","810","16301","True","-11.5","none","71.38","15.18","80.88","50.1","51","92.4","61.84","True","1790362834.0805","1790362841.5557","9.207","7.3588","7.4748","0.116","468012602421.5408","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2625","2606.6","2602","2610","16301","16301","16301","True","-18.4","none","73.67","20.52","81.05","51.1","52","94.4","63.3","True","1790362851.2585","1790362858.7453","9.175","7.3774","7.485","0.1076","466828076585.79193","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2782","2775","2775","2775","15194.5","810","16301","True","-7","none","73.99","17.9","83.55","52","53","92.9","64.53","True","1790362868.4741","1790362875.8161","9.202","7.2525","7.3389","0.0863","474867696123.882","byte/s","True","14","17","0x0000000000000001;0x0000000000000000"
"2932","2925","2925","2925","16301","16301","16301","True","-7","none","83.38","26.82","91.85","51.5","52","92.5","72.18","True","1790362885.7162","1790362892.7624","9.206","6.927","7.0458","0.1188","497187763666.2679","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
"3090","3015","3015","3015","15109.4","810","16301","False","-75","below","83.35","16.69","95.38","49.8","51","92.3","72.62","True","1790362902.9726","1790362909.9942","9.229","6.924","7.0235","0.0994","497398478861.8218","byte/s","True","13","17","0x0000000000000001;0x0000000000000000"
