target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.1,198.09925341108877,59.16,16301.0,1790363201.8957,1790363211.7136,0.72,1245.0,20,-420
1395,1392.2,213.07612701337558,60.83,16312.8,1790363221.9883,1790363231.1314,0.72,1342.0,18,-420
1545,1537.0,226.31046946173436,64.05,16301.0,1790363241.3465,1790363249.954,0.72,1462.0,17,-420
1702,1695.0,239.32441404739063,69.66,15268.3,1790363260.1254,1790363268.2486,0.76,1635.0,16,-420
1852,1845.0,247.70854845061527,73.45,16301.0,1790363278.4455,1790363286.2988,0.795,1770.0,16,-420
2010,2002.0,253.90793102410248,81.66,16301.0,1790363296.2119,1790363303.8727,0.84,1935.0,16,-420
2167,2130.5,255.8319776535074,79.58,16315.3,1790363313.9808,1790363321.5864,0.84,1935.0,15,-420
2317,2250.5,257.4387310056897,82.09,16301.0,1790363331.8112,1790363339.3474,0.84,1935.0,15,-420
2475,2426.4,260.1248502897488,80.96,15194.5,1790363349.0594,1790363356.5372,0.845,1957.0,15,-420
2625,2546.9,261.2728495506759,83.3,16301.0,1790363366.4439,1790363373.9017,0.845,1950.0,15,-420
2782,2767.6,264.10514558724435,83.54,15194.5,1790363384.1975,1790363391.573,0.855,1980.0,14,-420
2932,2925.0,266.5208820174067,89.51,16301.0,1790363401.4607,1790363408.7503,0.895,2115.0,15,-420
3090,3015.0,267.8639277587809,96.59,16301.0,1790363418.7457,1790363426.0117,0.92,2190.0,14,-420
