target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1236.2,4449.703902364658,63.78,16301.0,1790364259.0693,1790364277.5397,0.72,1245.0,37,-420
1395,1392.9,5015.25287167252,68.62,15784.6,1790364287.7729,1790364304.1423,0.72,1335.0,32,-420
1545,1537.0,5535.760482248107,74.12,16301.0,1790364314.1719,1790364329.002,0.72,1455.0,30,-420
1702,1695.0,6114.26333886303,84.51,16301.0,1790364339.1292,1790364352.5756,0.755,1612.0,27,-420
1852,1845.0,6647.977547643731,99.13,15627.5,1790364362.9192,1790364375.2866,0.795,1792.0,25,-420
2010,2002.0,7212.679971809994,114.22,16301.0,1790364385.5685,1790364396.9269,0.84,1942.0,23,-420
2167,2158.0,7653.453863772852,118.17,16301.0,1790364407.129,1790364417.8729,0.84,1942.0,22,-420
2317,2300.5,8080.4304222547225,121.55,15485.7,1790364428.2506,1790364438.3964,0.84,1950.0,20,-420
2475,2467.0,8708.89448225763,130.51,16301.0,1790364448.6577,1790364458.0857,0.845,1972.0,19,-420
2625,2605.8,9116.285776444614,137.6,16301.0,1790364468.0709,1790364477.0854,0.845,1972.0,18,-420
2782,2775.0,9974.006208066967,146.0,16301.0,1790364487.0978,1790364495.3278,0.855,1987.0,16,-420
2932,2916.4,10462.630253881256,167.86,16301.0,1790364505.4316,1790364513.2807,0.895,2122.0,16,-420
3090,2916.3,10436.737192676588,161.81,15268.3,1790364523.2627,1790364531.1094,0.89,2122.0,15,-420
