target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.7,295.11892324294934,50.46,16301.0,1790362679.2874,1790362691.1308,0.72,1245.0,23,-420
1395,1393.0,320.86406568699215,51.39,15526.4,1790362701.4827,1790362712.3835,0.72,1350.0,22,-420
1545,1537.0,342.2479925375889,53.17,15485.7,1790362722.5099,1790362732.7448,0.72,1440.0,20,-420
1702,1695.0,381.6016588371321,58.13,15389.8,1790362742.9913,1790362752.171,0.755,1605.0,18,-420
1852,1845.0,423.29483927265017,63.65,16301.0,1790362762.3878,1790362770.6672,0.795,1785.0,16,-420
2010,2002.0,463.65203630876454,71.34,16301.0,1790362780.7182,1790362788.2558,0.845,1942.0,15,-420
2167,2151.5,462.22741081296135,69.57,15194.5,1790362798.4272,1790362805.9787,0.84,1942.0,15,-420
2317,2293.9,461.6352676049534,71.21,16301.0,1790362816.3086,1790362823.8875,0.84,1942.0,15,-420
2475,2463.5,468.01260242154075,71.38,15194.5,1790362834.0805,1790362841.5557,0.85,1965.0,15,-420
2625,2606.6,466.8280765857919,73.67,16301.0,1790362851.2585,1790362858.7453,0.845,1965.0,15,-420
2782,2775.0,474.867696123882,73.99,15194.5,1790362868.4741,1790362875.8161,0.855,1987.0,15,-420
2932,2925.0,497.18776366626787,83.38,16301.0,1790362885.7162,1790362892.7624,0.895,2115.0,14,-420
3090,3015.0,497.3984788618218,83.35,15109.4,1790362902.9726,1790362909.9942,0.92,2190.0,14,-420
