target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1235.4,297.24227267399726,49.9,15596.9,1790366141.101,1790366152.8588,0.72,1245.0,24,-420
1395,1393.0,321.2396642373544,53.35,16301.0,1790366162.6216,1790366173.5211,0.72,1350.0,22,-420
1545,1537.0,347.41982172916374,54.59,16301.0,1790366183.7392,1790366193.7814,0.72,1462.0,20,-420
1702,1695.0,387.12516569275977,60.46,16301.0,1790366203.6031,1790366212.6538,0.76,1635.0,18,-420
1852,1845.0,421.5796280188082,62.66,15268.3,1790366222.5547,1790366230.8628,0.795,1777.0,17,-420
2010,2002.0,461.9135697743374,67.5,15194.5,1790366240.9314,1790366248.4937,0.84,1935.0,15,-420
2167,2160.0,466.8686284682991,71.11,16301.0,1790366258.6433,1790366266.1227,0.845,1957.0,15,-420
2317,2310.0,496.70816184575386,73.46,15109.4,1790366276.0337,1790366283.0799,0.885,2085.0,14,-420
2475,2467.0,497.25718768396945,80.89,16301.0,1790366293.2841,1790366300.3189,0.915,2175.0,14,-420
2625,2613.6,497.48305209975285,79.99,15109.4,1790366310.5685,1790366317.6028,0.92,2190.0,14,-420
2782,2759.4,497.3028755440761,82.78,16301.0,1790366327.7423,1790366334.78,0.92,2190.0,14,-420
2932,2890.2,497.503468656643,80.88,15109.4,1790366344.4905,1790366351.5244,0.92,2190.0,14,-420
3090,2960.9,497.43556367932086,81.93,16301.0,1790366361.8361,1790366368.8593,0.92,2190.0,14,-420
