target,achieved,throughputGbs,powerW,memoryMhz,windowStart,windowEnd,voltage,crossbar,sampleCount,hwinfoUtcOffsetMinutes
1237,1236.2,2860.386129787534,44.39,16301.0,1790368645.2571,1790368663.6226,0.72,1245.0,36,-420
1395,1392.6,3226.6561219562764,47.06,16301.0,1790368674.3258,1790368690.6318,0.72,1320.0,32,-420
1545,1537.0,3564.499533122069,51.07,16301.0,1790368701.1986,1790368715.9555,0.72,1440.0,30,-420
1702,1695.0,3935.525101028875,61.64,16301.0,1790368726.3686,1790368739.7405,0.755,1605.0,26,-420
1852,1845.0,4279.1345557968,71.35,16301.0,1790368750.0446,1790368762.3518,0.8,1785.0,25,-420
2010,2002.0,4639.742690486095,83.94,16301.0,1790368772.6529,1790368784.0062,0.84,1942.0,23,-420
2167,2160.0,4979.240684244953,88.23,16301.0,1790368794.2839,1790368804.887,0.845,1965.0,22,-420
2317,2310.0,5359.453039271648,99.31,16301.0,1790368815.3051,1790368825.0986,0.885,2085.0,19,-420
2475,2467.0,5694.712447684282,111.84,16301.0,1790368835.2828,1790368844.5093,0.915,2175.0,19,-420
2625,2617.0,6036.791751904913,120.21,16301.0,1790368854.6503,1790368863.3526,0.92,2190.0,18,-420
2782,2769.7,6326.39369135346,126.78,16301.0,1790368873.5861,1790368881.9032,0.92,2190.0,17,-420
2932,2915.0,6601.062134354958,127.1,16301.0,1790368892.3625,1790368900.3315,0.92,2190.0,15,-420
3090,2965.9,6686.728359726994,133.46,16301.0,1790368910.6968,1790368918.5519,0.92,2190.0,16,-420
